Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
11500	0.6888	-nan	0.6888	0.689329	0.0321355	0	0.6853	-nan	0.6853	0.688963	0.0555119	0	0.6383	-nan	0.6383	0.636846	0.0218601	0
11600	0.6781	-nan	0.6781	0.679636	0.0309428	0	0.6842	-nan	0.6842	0.680533	0.0507699	0	0.6339	-nan	0.6339	0.628845	0.0162399	0
11700	0.6696	-nan	0.6696	0.667362	0.0234661	0	0.6731	-nan	0.6731	0.668684	0.0384585	0	0.6229	-nan	0.6229	0.634205	0.0156044	0
11800	0.6658	-nan	0.6658	0.663385	0.0172475	0	0.6901	-nan	0.6901	0.691446	0.0511431	0	0.6302	-nan	0.6302	0.635097	0.0179709	0
11900	0.6646	-nan	0.6646	0.666276	0.0187159	0	0.6727	-nan	0.6727	0.675217	0.0443922	0	0.6322	-nan	0.6322	0.636425	0.0152558	0
12000	0.6523	-nan	0.6523	0.650834	0.015148	0	0.6622	-nan	0.6622	0.660215	0.0325854	0	0.6314	-nan	0.6314	0.63465	0.0162819	0
12100	0.6428	-nan	0.6428	0.640181	0.0149244	0	0.6536	-nan	0.6536	0.650273	0.0172504	0	0.6375	-nan	0.6375	0.640326	0.0187047	0
12200	0.6395	-nan	0.6395	0.643794	0.0187497	0	0.6519	-nan	0.6519	0.650658	0.019971	0	0.6437	-nan	0.6437	0.642516	0.0163637	0
12300	0.6316	-nan	0.6316	0.636196	0.0237614	0	0.6624	-nan	0.6624	0.65772	0.0189497	0	0.6428	-nan	0.6428	0.642612	0.0124795	0
12400	0.6649	-nan	0.6649	0.652857	0.0166787	0	0.6498	-nan	0.6498	0.651813	0.0191886	0	0.6444	-nan	0.6444	0.643714	0.0162934	0
12500	0.6575	-nan	0.6575	0.659197	0.0226368	0	0.6629	-nan	0.6629	0.658233	0.025733	0	0.6361	-nan	0.6361	0.63768	0.0179124	0
12600	0.6659	-nan	0.6659	0.66954	0.0234556	0	0.6494	-nan	0.6494	0.653897	0.0202999	0	0.6436	-nan	0.6436	0.645272	0.0202624	0
