Generation;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo
5100;0,5071;0,446847;0,984821;0,985875;0,0164668;0,91;0,4115;0,782634;0,00294118;0,00314019;0,00584461;0,535;0,5275;0,517268;0,637647;0,6339;0,0235668;0,909
5200;0,4983;0,459223;0,994521;0,990662;0,0118221;0,941;0,4201;0,770556;0,00869565;0,00887666;0,0112496;0,542;0,503;0,483314;0,633588;0,627972;0,0293328;0,871
5300;0,4914;0,439491;0,980208;0,980284;0,0184715;0,922;0,4238;0,765699;0,00423163;0,00407772;0,00575595;0,557;0,5086;0,494863;0,656471;0,636156;0,0308632;0,914
5400;0,5091;0,474624;0,967143;0,974838;0,0171907;0,927;0,4302;0,750352;0,00925926;0,00764036;0,00837232;0,57;0,4954;0,476974;0,659406;0,646251;0,0324902;0,897
5500;0,4977;0,449339;0,975;0,97589;0,0152784;0,916;0,4177;0,768275;0,00780911;0,00754929;0,0106071;0,548;0,4946;0,483166;0,594175;0,626398;0,0402658;0,896
5600;0,5047;0,47614;0,977193;0,965899;0,018939;0,923;0,4226;0,763273;0,00622222;0,00709695;0,00800206;0,59;0,5074;0,493653;0,628431;0,632613;0,038325;0,879
5700;0,4988;0,459263;0,972727;0,974484;0,0220321;0,927;0,4438;0,756873;0,00789474;0,00872622;0,00945053;0,538;0,4887;0,466823;0,615646;0,625773;0,046598;0,853
5800;0,5017;0,478616;0,980435;0,971599;0,0262392;0,933;0,4363;0,73064;0,00566502;0,00508193;0,00756119;0,573;0,5046;0,485052;0,627737;0,647503;0,0581053;0,868
5900;0,5021;0,465119;0,964865;0,97505;0,0198924;0,934;0,424;0,769526;0,0050885;0,00298716;0,0065511;0,587;0,493;0,483298;0,630303;0,654614;0,0482293;0,92
6000;0,51;0,478807;0,990164;0,978129;0,0146909;0,945;0,4275;0,755496;0,00321101;0,00310543;0,00470144;0,558;0,5006;0,484457;0,68625;0,656735;0,0335856;0,929
6100;0,4994;0,461853;0,983333;0,978993;0,0130087;0,93;0,4079;0,779079;0,00417537;0,00451158;0,00719712;0,518;0,4938;0,474632;0,638462;0,651874;0,0386128;0,892
6200;0,4939;0,45342;0,965823;0,971741;0,0173172;0,92;0,4414;0,758793;0,00309524;0,0036697;0,00867999;0,585;0,5057;0,489787;0,63578;0,629075;0,0399845;0,888
6300;0,4996;0,444494;0,945455;0,955526;0,0233448;0,899;0,4198;0,767831;0,00460526;0,00402975;0,00728568;0,554;0,4988;0,482609;0,611111;0,598456;0,0295184;0,867
6400;0,4902;0,460764;0,977193;0,973351;0,0198313;0,948;0,4328;0,74024;0,00120192;0,00162513;0,004108;0,55;0,5043;0,489607;0,599254;0,594993;0,0308544;0,882
6500;0,4756;0,447146;0,974074;0,9665;0,0143317;0,937;0,41;0,783846;0,005;0,00499609;0,00766193;0,573;0,4885;0,477069;0,584906;0,585856;0,0161109;0,885
6600;0,5001;0,457158;0,962353;0,964978;0,0123921;0,927;0,4235;0,744583;0,00983982;0,00884689;0,00968656;0,558;0,5108;0,494622;0,623016;0,601241;0,0184077;0,873
6700;0,489;0,455401;0,972308;0,968268;0,0119802;0,934;0,4206;0,760364;0,00533333;0,00795462;0,00855572;0,529;0,4934;0,469297;0,596825;0,59679;0,0177149;0,804
6800;0,4988;0,465848;0,988889;0,980532;0,0107303;0,918;0,4078;0,768381;0,00926316;0,0107654;0,0104921;0,525;0,5074;0,48539;0,592233;0,588083;0,0168626;0,801
6900;0,4939;0,439019;0,971845;0,969798;0,0155458;0,901;0,4231;0,757581;0,00762332;0,00973219;0,00939945;0,568;0,511;0,492695;0,603636;0,593102;0,0241389;0,839
7000;0,4943;0,440798;0,986735;0,984314;0,0126583;0,921;0,4262;0,779558;0,00634573;0,00527737;0,0099143;0,511;0,4986;0,480751;0,601351;0,61253;0,0292187;0,879
7100;0,493;0,452329;0,980519;0,986483;0,0124655;0,932;0,426;0,761871;0,00540541;0,00417854;0,00637135;0,559;0,4923;0,464436;0,581513;0,593259;0,019196;0,757
7200;0,5036;0,460414;0,980723;0,973678;0,0236851;0,919;0,4156;0,767228;0,0126609;0,0102421;0,00515206;0,545;0,5015;0,486926;0,583444;0,58235;0,0125748;0,834
7300;0,4782;0,445474;0,981967;0,983353;0,0176138;0,948;0,4286;0,757348;0,0135747;0,00913127;0,00665389;0,561;0,5037;0,485586;0,566816;0,575443;0,01478;0,777
7400;0,4931;0,444615;0,983333;0,983829;0,0185442;0,922;0,4308;0,756537;0,00599078;0,00860387;0,00862774;0,564;0,5108;0,495961;0,577049;0,589667;0,0169806;0,792
7500;0,5125;0,473131;0,984416;0,982454;0,0158513;0,924;0,4379;0,738136;0,00585366;0,00717053;0,00989775;0,59;0,4903;0,473678;0,572619;0,587081;0,0151191;0,843
7600;0,4974;0,453326;0,984337;0,980865;0,0161066;0,921;0,4285;0,747183;0,00949074;0,00914291;0,0101687;0,561;0,4936;0,477412;0,585333;0,585337;0,0189405;0,838
7700;0,4922;0,438265;0,972277;0,974144;0,0197207;0,899;0,4206;0,752984;0,00939597;0,0125983;0,0116323;0,549;0,4868;0,472374;0,58871;0,598728;0,0228471;0,875
7800;0,4853;0,433702;0,976842;0,976407;0,018485;0,901;0,4274;0,762657;0,00586907;0,0060774;0,00767052;0,534;0,4974;0,485114;0,5875;0,5867;0,0199307;0,886
7900;0,5068;0,484398;0,982222;0,978774;0,0229057;0,941;0,4151;0,785905;0,00526316;0,0050036;0,00871599;0,533;0,504;0,494263;0,581982;0,586677;0,01545;0,899
8000;0,5045;0,471825;0,990476;0,983665;0,0155536;0,937;0,4415;0,764223;0,00843091;0,00628223;0,00752709;0,579;0,5122;0,503556;0,59;0,58551;0,0246733;0,909
8100;0,5039;0,46573;0,974667;0,974462;0,0198848;0,948;0,425;0,762455;0,0058296;0,00501634;0,00736722;0,553;0,5055;0,494335;0,577037;0,58726;0,0211648;0,889
8200;0,4939;0,455496;0,988889;0,985566;0,0128436;0,915;0,4351;0,745;0,00714286;0,00566501;0,00885891;0,572;0,4933;0,478331;0,587591;0,582931;0,027299;0,86
8300;0,5108;0,48034;0,99661;0,989904;0,0119296;0,937;0,4324;0,765009;0,00389016;0,00385888;0,00772433;0,582;0,4934;0,477635;0,585616;0,584442;0,0231665;0,864
8400;0,4972;0,472029;0,985714;0,983546;0,0192133;0,937;0,4381;0,73902;0,00147059;0,00176509;0,00318012;0,548;0,5032;0,490366;0,561667;0,579372;0,0142626;0,811
8500;0,4954;0,451799;0,977108;0,982156;0,0142461;0,909;0,4239;0,76065;0,00560538;0,00268349;0,00447968;0,567;0,504;0,470959;0,580731;0,580276;0,0156045;0,68
8600;0,4937;0,462833;0,968852;0,966795;0,02932;0,945;0,4244;0,755635;0,00453515;0,00480111;0,00649321;0,575;0,5001;0,490929;0,576636;0,576886;0,0191502;0,884
8700;0,5021;0,468803;0,989062;0,985438;0,0142094;0,936;0,4294;0,765474;0,00340136;0,00355085;0,00637619;0,526;0,4974;0,482801;0,56129;0,577995;0,0187748;0,824
8800;0,4986;0,467093;0,983607;0,980809;0,0124859;0,926;0,421;0,765328;0,00353982;0,00293819;0,00650837;0,544;0,5033;0,488585;0,581132;0,561338;0,0342467;0,816
8900;0,5209;0,482972;0,969231;0,971054;0,0172236;0,916;0,4022;0,765134;0,00585774;0,00832453;0,0122139;0,544;0,5108;0,484471;0,588538;0,563775;0,0425413;0,757
9000;0,4963;0,457576;0,967105;0,97081;0,0187737;0,913;0,4252;0,761913;0,00695067;0,00612403;0,010558;0,559;0,5079;0,468664;0,562981;0,545526;0,0324284;0,587
9100;0,5153;0,474017;0,965476;0,965535;0,0145427;0,925;0,4191;0,756909;0,00622222;0,0067419;0,0115946;0,559;0,5043;0,486391;0,541667;0,535681;0,0271124;0,663
9200;0,5201;0,492994;0,960345;0,968134;0,0153938;0,949;0,4211;0,767593;0,0143478;0,0142535;0,0143273;0,535;0,4996;0,482504;0,523501;0,524277;0,0337843;0,566
9300;0,5119;0,471817;0,966667;0,968344;0,0205542;0,912;0,4163;0,763401;0,00718954;0,00864524;0,0129272;0,548;0,5053;0,499117;0,513364;0,51423;0,0206261;0,574
9400;0,5046;0,484864;0,954762;0,946008;0,0324627;0,961;0,4232;0,751526;0,0103837;0,00888543;0,014896;0,568;0,4948;0,489837;0,499606;0,505638;0,0144417;0,5
9500;0,4944;0,463927;0,947619;0,953798;0,0297785;0,936;0,4226;0,739016;0,00487239;0,00579444;0,00938988;0,566;0,5014;0,511384;0,493297;0,502013;0,0117834;0,429
9600;0,5079;0,487983;0,951163;0,948673;0,0269391;0,957;0,4306;0,757447;0,00779817;0,00946713;0,016108;0,569;0,5085;0,509856;0,507534;0,506695;0,0157411;0,428
9700;0,5073;0,480887;0,979245;0,957004;0,0406968;0,942;0,4221;0,746881;0,0070615;0,00734412;0,0164043;0,552;0,5037;0,514213;0,488509;0,494517;0,0180549;0,593
9800;0,5058;0,467137;0,962821;0,973826;0,0340848;0,912;0,4248;0,761733;0,00627803;0,00553673;0,0167905;0,539;0,4936;0,502508;0,480348;0,488204;0,0174664;0,612
9900;0,5013;0,451659;0,96875;0,967475;0,027863;0,91;0,4229;0,756569;0,0183628;0,0157168;0,0331234;0,583;0,5061;0,519793;0,487112;0,48319;0,0135159;0,603
10000;0,503;0,457426;0,958242;0,961499;0,0413758;0,917;0,4495;0,732072;0,0112245;0,0112252;0,0290174;0,576;0,4896;0,498241;0,483887;0,481803;0,0131735;0,398
10100;0,5125;0,467511;0,956522;0,943641;0,049748;0,918;0,4075;0,775723;0,0101871;0,0104885;0,0255546;0,545;0,4999;0,514591;0,484362;0,478903;0,0162115;0,513
