Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
11000	0.513	0.481565	0.950746	0.959889	0.0422842	0.937	0.4258	0.77	0.00511111	0.00635722	0.0111882	0.544	0.5115	0.494357	0.566387	0.562977	0.0418716	0.765
11100	0.5091	0.478158	0.94697	0.948035	0.0396993	0.933	0.417	0.777196	0.00258065	0.00310603	0.00610223	0.56	0.5094	0.487195	0.610556	0.587246	0.0517381	0.807
11200	0.5108	0.477419	0.954286	0.939712	0.0494786	0.917	0.4117	0.760967	0.00497835	0.00512551	0.00867718	0.54	0.5096	0.489655	0.570732	0.572593	0.031945	0.753
11300	0.494	0.45282	0.980769	0.991802	0.0178838	0.921	0.4381	0.748365	0.00787589	0.00660268	0.011516	0.581	0.5098	0.497263	0.599187	0.595618	0.0319407	0.88
11400	0.517	0.484582	0.975758	0.969015	0.0324339	0.934	0.4147	0.776504	0.0034188	0.00426129	0.00777097	0.556	0.5045	0.487189	0.597452	0.580871	0.0359096	0.841
11500	0.5037	0.469775	0.976119	0.979379	0.0203323	0.939	0.4317	0.746875	0.00353774	0.0040646	0.0059573	0.575	0.4971	0.480975	0.58239	0.568	0.0347642	0.848
11600	0.488	0.460782	0.964815	0.965949	0.0188455	0.941	0.4263	0.754448	0.00525114	0.00517237	0.00727829	0.545	0.4948	0.478899	0.545992	0.543614	0.0191533	0.755
11700	0.5091	0.445268	0.964228	0.96762	0.0122307	0.874	0.4262	0.739024	0.00469484	0.00622801	0.010795	0.569	0.5033	0.490202	0.533007	0.548075	0.0233989	0.7
11800	0.5006	0.469616	0.969355	0.972382	0.0152971	0.944	0.4268	0.769565	0.00446429	0.00454493	0.00761931	0.564	0.5097	0.496589	0.545693	0.547771	0.0241563	0.724
11900	0.5251	0.490527	0.977465	0.973124	0.01343	0.923	0.4161	0.76451	0.00544662	0.00591259	0.0096087	0.567	0.509	0.488055	0.538647	0.541057	0.0232675	0.616
12000	0.5116	0.448526	0.983051	0.977447	0.0159245	0.88	0.4454	0.738667	0.0055	0.00450363	0.00760071	0.587	0.5031	0.494384	0.526667	0.527442	0.020431	0.701
12100	0.5029	0.454305	0.971277	0.975767	0.0112454	0.899	0.4197	0.759818	0.004	0.00441213	0.0058856	0.529	0.4994	0.481768	0.52035	0.519155	0.0170144	0.503
12200	0.4984	0.447065	0.976289	0.970504	0.0137241	0.914	0.4288	0.756106	0.00367816	0.00445265	0.00609405	0.556	0.5062	0.494462	0.511852	0.508797	0.0203253	0.352
12300	0.5141	0.474538	0.962963	0.965292	0.0133224	0.923	0.4327	0.74809	0.00424528	0.00427405	0.00625466	0.56	0.5051	0.505183	0.50506	0.510151	0.0224897	0.334
12400	0.499	0.470308	0.973684	0.968376	0.0179805	0.933	0.4296	0.758437	0.00594966	0.00612108	0.0101996	0.55	0.4983	0.499269	0.49713	0.495982	0.0146692	0.523
12500	0.4959	0.452563	0.974699	0.972442	0.0186583	0.911	0.4361	0.757243	0.00515222	0.00456891	0.00871177	0.552	0.5055	0.519843	0.490631	0.486631	0.0152011	0.505
12600	0.5034	0.466307	0.967568	0.967607	0.0217014	0.92	0.4238	0.78197	0.00670996	0.00585628	0.0104682	0.566	0.4966	0.517882	0.48087	0.485019	0.0119429	0.414
12700	0.487	0.462605	0.970833	0.963126	0.0201167	0.957	0.4185	0.759927	0.00288248	0.00495112	0.00848256	0.525	0.4959	0.520177	0.475956	0.470394	0.0155008	0.443
12800	0.5124	0.468202	0.970455	0.958824	0.0194337	0.9	0.4225	0.761384	0.00997783	0.0107618	0.0132216	0.541	0.4842	0.515556	0.466562	0.46588	0.0158091	0.333
12900	0.4964	0.464278	0.958462	0.95405	0.013006	0.928	0.4275	0.75722	0.0179372	0.014141	0.0116107	0.569	0.4912	0.517851	0.458758	0.470125	0.0137219	0.545
