Generation;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo
622700;0,6246;0,64134;0,0223186;0,0187627;0,0154495;0,5167;0,885394;0,0441059;0,992176;0,00737722;0,7544;0,466789;0,0207076;0,967039;0,0112663
622800;0,6303;0,640232;0,0214076;0,0152915;0,0112172;0,5349;0,883545;0,033332;0,992321;0,00920815;0,7385;0,465848;0,0182975;0,976768;0,0143149
622900;0,6287;0,627149;0,0208789;0,0107105;0,00894405;0,5626;0,890357;0,0394587;0,994802;0,00798988;0,7353;0,479217;0,0211508;0,971916;0,0174758
623000;0,6161;0,635003;0,0187315;0,0141921;0,0124358;0,5613;0,876973;0,031736;0,995289;0,00941283;0,7363;0,478668;0,016355;0,980688;0,0173325
623100;0,6224;0,636101;0,0160941;0,0147038;0,0124873;0,5634;0,876156;0,0307513;0,996041;0,00517334;0,7316;0,474787;0,0186197;0,983191;0,0162548
623200;0,6115;0,630606;0,015455;0,0173451;0,013995;0,6283;0,870218;0,0192428;0,99509;0,00745802;0,7372;0,469664;0,0206538;0,982656;0,0168083
623300;0,62;0,62747;0,0165842;0,013612;0,013572;0,6056;0,86384;0,0188575;0,996285;0,00632834;0,776;0,470607;0,0171945;0,982746;0,0165097
623400;0,6141;0,626731;0,0188958;0,0131304;0,010564;0,5503;0,8695;0,027528;0,99394;0,00794755;0,749;0,473731;0,0197068;0,988386;0,0144763
623500;0,6029;0,620191;0,0185965;0,015512;0,0110451;0,5274;0,881187;0,0256684;0,99339;0,00769047;0,7347;0,471699;0,0199121;0,993743;0,0100272
623600;0,5991;0,61141;0,0165262;0,0195291;0,0134963;0,5658;0,878586;0,0228888;0,998264;0,00461778;0,7603;0,480616;0,0258855;0,994709;0,00727968
623700;0,5914;0,617426;0,0109318;0,0219732;0,0111312;0,6216;0,867634;0,0234821;0,996323;0,00718261;0,7671;0,466846;0,0224663;0,99428;0,00545587
623800;0,6029;0,62089;0,0168452;0,0224921;0,0118538;0,6742;0,862569;0,0207987;0,997569;0,00438277;0,7462;0,476294;0,028173;0,994925;0,00739678
623900;0,6027;0,630643;0,0173855;0,025852;0,0139463;0,6825;0,857386;0,0278904;0,996234;0,00591855;0,7462;0,472892;0,0315025;0,993426;0,0110794
624000;0,5899;0,62238;0,0204086;0,0275813;0,0161438;0,6115;0,860146;0,028904;0,996307;0,005293;0,7425;0,469854;0,030283;0,995267;0,00803073
624100;0,5993;0,625135;0,024745;0,0299285;0,0177581;0,5748;0,863333;0,0350404;0,994501;0,00623493;0,714;0,482475;0,0304595;0,989392;0,014064
624200;0,6092;0,638923;0,027488;0,0306787;0,0157638;0,542;0,857523;0,0277024;0,991605;0,00967723;0,7332;0,488912;0,0350661;0,992831;0,00863192
624300;0,6199;0,642807;0,0311243;0,0329273;0,0193273;0,5841;0,855097;0,030587;0,988869;0,0100968;0,7308;0,493526;0,0427748;0,992188;0,0104149
624400;0,6192;0,653893;0,0348905;0,0355522;0,0196361;0,5581;0,8426;0,033972;0,987468;0,00957396;0,7278;0,501202;0,0458558;0,983568;0,0174468
624500;0,6274;0,656156;0,0315288;0,0372792;0,021346;0,5605;0,82887;0,0448494;0,986222;0,0102802;0,736;0,509851;0,0437748;0,987695;0,01256
624600;0,618;0,664163;0,0249569;0,0439627;0,0190684;0,5932;0,822414;0,045492;0,98672;0,0107514;0,7511;0,508773;0,0457814;0,992943;0,00756543
624700;0,6266;0,667382;0,034302;0,0397522;0,018891;0,5789;0,812845;0,0450075;0,986716;0,012377;0,765;0,521377;0,0392582;0,99395;0,00734306
624800;0,6292;0,661532;0,0488036;0,0300201;0,0128921;0,5499;0,845995;0,0540979;0,989653;0,0189764;0,6852;0,532194;0,0322529;0,989279;0,00965737
624900;0,6451;0,660411;0,0569775;0,0257231;0,0131228;0,5571;0,853525;0,0509438;0,993352;0,0116661;0,7338;0,527378;0,0314813;0,989429;0,0122535
625000;0,6427;0,661416;0,0556974;0,023066;0,0169247;0,488;0,834306;0,0412546;0,994278;0,00615858;0,7368;0,533783;0,0314202;0,990029;0,00852339
625100;0,654;0,660069;0,0582699;0,0172837;0,0114776;0,5514;0,809686;0,0327232;0,988755;0,00959776;0,6924;0,523375;0,0271724;0,992762;0,00851732
625200;0,6385;0,671683;0,0587578;0,0211913;0,0098276;0,5733;0,819878;0,0339311;0,990439;0,00852473;0,6895;0,527316;0,0290253;0,992886;0,00982974
625300;0,6514;0,670581;0,0382431;0,0254986;0,011468;0,5826;0,837896;0,0409889;0,992813;0,00775161;0,7603;0,521946;0,0334667;0,992921;0,00672151
625400;0,6579;0,676318;0,0256485;0,0267528;0,0137762;0,5465;0,842214;0,0469088;0,989362;0,00933099;0,7306;0,540087;0,0256287;0,989737;0,00852686
625500;0,6338;0,667709;0,0446674;0,0280252;0,0128763;0,6179;0,851922;0,0485109;0,994096;0,00812876;0,7304;0,545569;0,022827;0,991862;0,00869151
625600;0,6332;0,659103;0,0387253;0,0270022;0,0179671;0,578;0,861046;0,047136;0,994449;0,00760964;0,725;0,5321;0,0285044;0,991491;0,00819731
625700;0,6512;0,66791;0,0411041;0,0213028;0,0158737;0,5908;0,849137;0,0426775;0,995687;0,00655711;0,7218;0,537185;0,0218452;0,990135;0,0105668
625800;0,649;0,664446;0,038606;0,019738;0,0183127;0,6048;0,845946;0,0403729;0,994389;0,00793186;0,6908;0,533665;0,0285616;0,985302;0,013246
625900;0,6499;0,669947;0,0157036;0,0244088;0,0170079;0,5483;0,819642;0,015012;0,995039;0,00679612;0,7358;0,51527;0,0271866;0,984554;0,0160814
626000;0,6439;0,663039;0,0256455;0,0215908;0,0230489;0,5297;0,81782;0,0152688;0,993692;0,00666692;0,7254;0,512468;0,0302119;0,988312;0,0153667
626100;0,6423;0,656835;0,0251388;0,015307;0,0162678;0,6028;0,821327;0,0162408;0,992661;0,00773617;0,7265;0,520513;0,0236579;0,98456;0,0139688
626200;0,6514;0,655927;0,0252024;0,012049;0,0172618;0,608;0,822889;0,0218039;0,993103;0,00822746;0,7262;0,527405;0,0295106;0,982282;0,0170184
626300;0,6386;0,657128;0,0292361;0,0232386;0,0208786;0,5671;0,826907;0,0214856;0,992362;0,00886261;0,7602;0,515178;0,0233138;0,982046;0,0126009
626400;0,6401;0,650367;0,0259934;0,0158936;0,0169154;0,5162;0,817329;0,0200528;0,996304;0,00481837;0,7151;0,516508;0,0215256;0,983714;0,0145361
626500;0,6333;0,647735;0,0238771;0,0124099;0,0149359;0,5617;0,818961;0,0204691;0,994209;0,00768822;0,6554;0,507213;0,0202094;0,989659;0,0163383
626600;0,6313;0,644673;0,0261095;0,0143974;0,01176;0,5534;0,829891;0,0237359;0,994267;0,00718355;0,7213;0,508074;0,0178085;0,993063;0,0107465
626700;0,6238;0,634597;0,0308406;0,0125908;0,0101781;0,5495;0,834657;0,0285482;0,992796;0,00849833;0,7329;0,505047;0,0242843;0,991201;0,0153887
626800;0,6386;0,646748;0,0281087;0,0125295;0,010063;0,611;0,820198;0,0223113;0,989811;0,00847903;0,7037;0,507864;0,0291236;0,994572;0,00797812
626900;0,6525;0,655127;0,0246289;0,0100828;0,0093282;0,618;0,806122;0,0178539;0,99154;0,00764495;0,732;0,501064;0,0308516;0,990975;0,0131183
627000;0,6395;0,654527;0,0224382;0,0116367;0,0125051;0,5703;0,804829;0,0234374;0,989692;0,00970996;0,7209;0,48514;0,0226339;0,988323;0,0174446
627100;0,6267;0,63739;0,0285957;0,00852929;0,0128226;0,5899;0,794144;0,0270463;0,991074;0,00969033;0,7698;0,47445;0,0159469;0,98797;0,0166933
627200;0,6303;0,637352;0,0281205;0,00687493;0,014156;0,6096;0,796752;0,0250074;0,990105;0,010597;0,7555;0,470155;0,0170219;0,989948;0,0118177
627300;0,6413;0,636089;0,0305446;0,0053745;0,0104356;0,6097;0,818994;0,0355622;0,991436;0,01035;0,7478;0,474263;0,0122569;0,990899;0,00902444
627400;0,6354;0,632034;0,0286291;0,0119231;0,0166035;0,5988;0,830015;0,025333;0,986344;0,0109134;0,7487;0,465191;0,0130558;0,989301;0,0107831
627500;0,609;0,620717;0,0314575;0,0190856;0,0207454;0,5652;0,829826;0,0304566;0,986171;0,0102919;0,7742;0,476209;0,0179247;0,992174;0,00925742
627600;0,6148;0,63078;0,0189169;0,0185422;0,0234162;0,5989;0,828665;0,0222323;0,986381;0,0108898;0,7692;0,480682;0,0187798;0,993167;0,00942515
627700;0,6083;0,641734;0,0161294;0,0277298;0,0192386;0,5742;0,840957;0,0214372;0,992454;0,00846937;0,7457;0,487913;0,0223702;0,993919;0,00778046
627800;0,6223;0,639656;0,0174997;0,0205668;0,0192157;0,6171;0,842427;0,0227853;0,992785;0,00941351;0,7583;0,49036;0,0231609;0,992765;0,0088284
627900;0,6189;0,642599;0,0237811;0,0201434;0,0159318;0,6148;0,830607;0,0200157;0,995199;0,00866097;0,7257;0,497424;0,0256259;0,994482;0,00796731
628000;0,6237;0,643895;0,0216245;0,0276829;0,0150749;0,5911;0,837549;0,0217519;0,997118;0,00530772;0,6978;0,496626;0,0295621;0,993242;0,00676064
628100;0,6145;0,640746;0,0205636;0,0238415;0,0171224;0,5492;0,849031;0,0248171;0,991945;0,00850198;0,7139;0,495949;0,0306586;0,989625;0,00975783
628200;0,6131;0,642125;0,0214564;0,019169;0,0157983;0,5397;0,863784;0,0350683;0,995439;0,00552211;0,7335;0,48065;0,034079;0,991007;0,00885883
628300;0,6168;0,62419;0,0352408;0,00935031;0,00996363;0,5775;0,883146;0,0394865;0,996108;0,0065703;0,7527;0,474122;0,0323274;0,989887;0,0113466
628400;0,6223;0,626781;0,0426878;0,0116636;0,0098621;0,5626;0,89589;0,0384473;0,998122;0,00381141;0,7451;0,480533;0,0331506;0,989322;0,0110661
628500;0,6549;0,658093;0,0523653;0,00850514;0,00787863;0,6139;0,881251;0,0471333;0,997893;0,00411355;0,7318;0,515867;0,0307702;0,99498;0,00726363
628600;0,6479;0,660761;0,0490006;0,00851462;0,0105348;0,5858;0,885236;0,045153;0,995159;0,00817429;0,7546;0,526386;0,0278514;0,986159;0,0152648
628700;0,6462;0,65244;0,0549821;0,00809529;0,00983816;0,5427;0,885266;0,0461908;0,992452;0,0105078;0,7179;0,532461;0,012745;0,991704;0,010646
628800;0,638;0,649811;0,0558698;0,0105086;0,01099;0,5003;0,893808;0,0502743;0,993298;0,00788303;0,7291;0,53288;0,0175148;0,981041;0,0130876
628900;0,6513;0,66989;0,0319503;0,0122572;0,00867206;0,5132;0,890697;0,0460271;0,987663;0,011385;0,6963;0,534046;0,0214105;0,982844;0,0167387
629000;0,6529;0,660832;0,0186969;0,00975823;0,00935687;0,5256;0,896913;0,0260423;0,993;0,00888814;0,6907;0,533286;0,0174974;0,986977;0,0167973
629100;0,6449;0,653762;0,0182493;0,00471639;0,00712227;0,5225;0,89684;0,0339775;0,99108;0,0113806;0,7158;0,527955;0,0162521;0,989647;0,0135522
629200;0,657;0,658539;0,0202954;0,00460203;0,00652462;0,5745;0,90387;0,0449753;0,993454;0,00809557;0,7194;0,521951;0,0168208;0,990472;0,0114292
629300;0,6731;0,669524;0,0264695;0,0064201;0,00876491;0,5411;0,914685;0,0214519;0,994086;0,00758562;0,7501;0,511995;0,0190333;0,987639;0,0113843
629400;0,6692;0,673937;0,0282211;0,0148944;0,0105913;0,5598;0,913095;0,0147018;0,991221;0,00728289;0,7265;0,511375;0,020613;0,98115;0,0126861
629500;0,6558;0,664211;0,0249323;0,0119836;0,0110246;0,5288;0,912437;0,0145759;0,992504;0,00783069;0,7411;0,51654;0,0193816;0,987497;0,0127162
629600;0,6437;0,665389;0,0303557;0,0126263;0,0101036;0,6016;0,907592;0,0173684;0,99262;0,00774229;0,7305;0,51827;0,0223382;0,985035;0,0129702
629700;0,6441;0,653611;0,017663;0,00943445;0,00842253;0,5508;0,913618;0,0191237;0,988682;0,00882795;0,726;0,51921;0,02423;0,989197;0,012188
629800;0,6556;0,658615;0,0151863;0,0111576;0,010649;0,5289;0,907734;0,0241899;0,992005;0,00900052;0,7148;0,517396;0,0267657;0,990647;0,0117804
629900;0,649;0,66085;0,0154627;0,0105596;0,010488;0,5254;0,898777;0,0251356;0,996346;0,00669048;0,7322;0,531034;0,0265276;0,983951;0,0131221
630000;0,6395;0,65483;0,0207636;0,0129071;0,0112048;0,5444;0,906892;0,0303786;0,995855;0,00820126;0,7143;0,530934;0,0261565;0,984096;0,0137929
630100;0,6464;0,648601;0,0249401;0,0180177;0,0148111;0,5058;0,904609;0,03001;0,995522;0,00724459;0,7112;0,534355;0,0292979;0,988205;0,0149672
630200;0,6323;0,645511;0,0228769;0,0173949;0,00864187;0,5126;0,902683;0,0307174;0,995725;0,00635778;0,6972;0,524867;0,0353258;0,992778;0,0104548
630300;0,6363;0,653608;0,0281208;0,0219267;0,0121092;0,5552;0,91576;0,0281098;0,994828;0,00888186;0,6836;0,528916;0,0379045;0,991218;0,00829455
630400;0,6446;0,664424;0,0402168;0,0219201;0,0128297;0,5447;0,917405;0,0280895;0,995561;0,00627136;0,7341;0,540128;0,0329111;0,984766;0,00939941
630500;0,6301;0,652458;0,0428135;0,0212649;0,0143016;0,5739;0,913203;0,032327;0,996724;0,00500439;0,7161;0,539281;0,0396972;0,983625;0,0116821
630600;0,6276;0,646523;0,0400359;0,0171426;0,0144914;0,5391;0,909037;0,0353257;0,995025;0,00703648;0,7089;0,512931;0,0298275;0,97969;0,0115816
630700;0,6328;0,64344;0,0404895;0,0180556;0,0125288;0,5287;0,921462;0,0372955;0,997145;0,00643949;0,7481;0,528159;0,0304186;0,98398;0,0133838
630800;0,618;0,633203;0,0437358;0,0154086;0,0114261;0,5955;0,88105;0,0456269;0,995851;0,00665509;0,728;0,540734;0,0384992;0,987619;0,0110042
630900;0,6221;0,633054;0,03868;0,0135099;0,0109166;0,5981;0,86943;0,0403011;0,997623;0,00482603;0,7855;0,548954;0,0336477;0,989878;0,0109766
631000;0,6201;0,640062;0,0268895;0,020675;0,01467;0,6336;0,855497;0,0325319;0,996256;0,00636478;0,7458;0,521333;0,0480961;0,990326;0,00999963
631100;0,6203;0,645266;0,0181191;0,026577;0,0163721;0,628;0,851366;0,0392545;0,996067;0,00583689;0,7209;0,521711;0,0515435;0,988954;0,0086435
631200;0,624;0,645665;0,0253327;0,0217108;0,016818;0,5646;0,859685;0,0438102;0,995324;0,00632924;0,7387;0,534605;0,0524012;0,99265;0,00671134
631300;0,6168;0,644089;0,0252351;0,0232793;0,0173942;0,5592;0,860463;0,0279102;0,993121;0,008005;0,7372;0,550443;0,0500281;0,991284;0,00898872
631400;0,6298;0,654112;0,0216726;0,0208314;0,00850772;0,5093;0,864575;0,0300301;0,996563;0,00507427;0,6875;0,575914;0,0343212;0,990696;0,00908165
631500;0,6403;0,654606;0,0203733;0,0186455;0,0132824;0,5214;0,872184;0,0284273;0,996472;0,00679933;0,702;0,585164;0,0371579;0,991063;0,0102809
631600;0,6375;0,649283;0,0231138;0,0167802;0,0128205;0,5107;0,883797;0,0149217;0,996418;0,00563962;0,7073;0,588549;0,0194872;0,990897;0,00979019
631700;0,6303;0,644041;0,0282194;0,0139435;0,0123218;0,5543;0,881417;0,0202445;0,993297;0,00705537;0,7087;0,5853;0,0165338;0,992333;0,0102586
631800;0,6502;0,666731;0,0261059;0,0118481;0,00992892;0,5373;0,885045;0,0234042;0,989541;0,0101961;0,7083;0,585348;0,015542;0,992805;0,0108712
631900;0,657;0,674409;0,0201874;0,0108997;0,0122612;0,5434;0,881941;0,0244703;0,992629;0,00932491;0,7331;0,58491;0,0151124;0,989274;0,0138536
632000;0,6679;0,679916;0,0150043;0,010246;0,0148894;0,5875;0,879303;0,0291902;0,993568;0,00922209;0,7068;0,579427;0,012191;0,992532;0,00917534
632100;0,6656;0,68091;0,0168284;0,0103812;0,0120135;0,6111;0,869758;0,0221105;0,99716;0,00589465;0,7019;0,579339;0,0143486;0,993555;0,00694866
632200;0,672;0,68414;0,0164387;0,00679248;0,0109476;0,5948;0,864387;0,02675;0,996527;0,00626495;0,6963;0,581853;0,0212133;0,989297;0,00871389
632300;0,6794;0,681563;0,0178726;0,002576;0,00417819;0,5834;0,869347;0,0271415;0,992476;0,0106852;0,6976;0,582232;0,0187773;0,989346;0,00967747
632400;0,6628;0,671846;0,0178657;0,0041465;0,00586365;0,5452;0,877255;0,0260481;0,997414;0,00660795;0,7578;0,582373;0,0223992;0,98793;0,00953063
632500;0,6561;0,666472;0,0137882;0,00498427;0,00656279;0,5816;0,881288;0,0236328;0,996226;0,00608538;0,6542;0,580988;0,019582;0,987299;0,0108585
632600;0,6523;0,66514;0,0132357;0,00892513;0,00790194;0,5294;0,870804;0,0260182;0,99042;0,0146647;0,6742;0,584932;0,0256963;0,990923;0,0087345
632700;0,666;0,6724;0,0149179;0,0103647;0,00994188;0,5614;0,857086;0,0278321;0,991505;0,0116469;0,7;0,581217;0,0235852;0,99001;0,00890243
632800;0,6553;0,669379;0,0115187;0,00620094;0,0066438;0,5355;0,858021;0,0326916;0,992554;0,00959546;0,7071;0,589869;0,0246748;0,988771;0,00997344
632900;0,6586;0,66563;0,0159686;0,00705168;0,00786991;0,5172;0,862861;0,0306738;0,997078;0,00655832;0,7421;0,590527;0,0342251;0,995278;0,00690235
633000;0,6631;0,66649;0,0191721;0,00490324;0,00825067;0,5169;0,853394;0,0321739;0,997117;0,00527192;0,7057;0,584347;0,0472861;0,992364;0,0103574
633100;0,662;0,661199;0,0253928;0,014148;0,016115;0,5536;0,84937;0,0315028;0,995168;0,00554905;0,6487;0,574661;0,0426076;0,994923;0,0070746
633200;0,6501;0,661844;0,0267918;0,0106883;0,0169608;0,6197;0,873102;0,0359531;0,992568;0,00853538;0,702;0,5741;0,0325815;0,986573;0,00829522
633300;0,66;0,670302;0,027706;0,00669711;0,0106189;0,5382;0,887837;0,0410021;0,990295;0,00879866;0,7237;0,579898;0,0360854;0,991475;0,0110134
633400;0,6773;0,678743;0,0261639;0,00486124;0,00823157;0,5479;0,902231;0,0296094;0,989871;0,0106654;0,6921;0,575649;0,0388244;0,994;0,00748368
633500;0,6622;0,669452;0,022557;0,0065963;0,00938613;0,4974;0,886792;0,0255843;0,986685;0,00950214;0,6965;0,581745;0,0364995;0,993568;0,00996193
633600;0,66;0,673638;0,0198372;0,00962187;0,00919696;0,5375;0,886941;0,0167927;0,986176;0,0128473;0,6683;0,566732;0,0382428;0,993532;0,00869025
633700;0,6593;0,681562;0,014201;0,0140327;0,00920344;0,5569;0,886879;0,0159109;0,99045;0,0124012;0,7607;0,557867;0,0304624;0,994623;0,00688749
633800;0,662;0,684975;0,016158;0,0167306;0,00971018;0,5843;0,885443;0,0223518;0,994633;0,00844768;0,6958;0,548869;0,0312713;0,994143;0,00781706
633900;0,6723;0,687088;0,0199866;0,0171795;0,0092124;0,5837;0,878659;0,0188672;0,997041;0,0050901;0,7309;0,529058;0,0315464;0,996061;0,00683279
634000;0,6736;0,69084;0,0174555;0,0177176;0,0119465;0,6062;0,874342;0,0174453;0,995847;0,0063368;0,733;0,524057;0,0212239;0,99038;0,00896342
634100;0,688;0,703127;0,0170521;0,020372;0,0152502;0,5262;0,877139;0,01472;0,998002;0,00370148;0,6897;0,523246;0,0170461;0,989916;0,00941556
634200;0,6825;0,696515;0,0155459;0,0154606;0,0168003;0,5357;0,876315;0,0146231;0,996205;0,00535901;0,7276;0,523775;0,0187895;0,988947;0,011548
634300;0,674;0,690596;0,0185577;0,0119393;0,0173743;0,5344;0,881763;0,0195122;0,995722;0,00762511;0,7571;0,526795;0,0208095;0,990383;0,0108655
634400;0,65;0,680588;0,0152218;0,0274196;0,0202736;0,5791;0,890006;0,0197009;0,995898;0,00659293;0,727;0,532498;0,0178918;0,985397;0,00993698
634500;0,6417;0,675823;0,0176056;0,0313176;0,0211667;0,5616;0,889874;0,0187661;0,996063;0,00625315;0,7382;0,532061;0,0169184;0,98511;0,0121098
634600;0,638;0,677464;0,0184755;0,0387074;0,0181166;0,5171;0,902988;0,0233836;0,997427;0,00520294;0,7189;0,522589;0,0219046;0,987397;0,0107438
634700;0,6412;0,685199;0,013877;0,0416515;0,017445;0,5028;0,903309;0,0107257;0,995912;0,00768797;0,7378;0,535687;0,0285931;0,988044;0,0108043
634800;0,6515;0,684346;0,0167522;0,035248;0,0201278;0,5781;0,905547;0,0133442;0,99345;0,00777454;0,7393;0,542382;0,0233936;0,992248;0,00888362
634900;0,6518;0,681766;0,0184976;0,0202762;0,0203183;0,5603;0,907039;0,0160405;0,993836;0,00724498;0,7525;0,542623;0,0334779;0,993807;0,00816155
635000;0,6573;0,682236;0,0176702;0,025352;0,0202003;0,5218;0,913421;0,0169129;0,995313;0,00757227;0,7259;0,563839;0,0327032;0,989722;0,0104047
635100;0,6553;0,684165;0,0204337;0,0267044;0,0177432;0,6102;0,902372;0,0201313;0,994124;0,0083875;0,6907;0,564506;0,0340205;0,986833;0,0125406
635200;0,6591;0,679884;0,0201157;0,0233391;0,0180524;0,6255;0,896266;0,0173607;0,99636;0,00642024;0,7532;0,551043;0,033934;0,989681;0,00998084
635300;0,6639;0,688006;0,0202888;0,0229649;0,0204723;0,6236;0,891778;0,0227843;0,993599;0,00876498;0,772;0,548371;0,0305449;0,992022;0,0102628
635400;0,6552;0,681898;0,016567;0,0142774;0,017124;0,5841;0,894926;0,0224315;0,99562;0,00514451;0,6879;0,555431;0,0276784;0,993199;0,0110924
635500;0,6513;0,679813;0,026072;0,0254197;0,0242255;0,6168;0,884561;0,0241099;0,996098;0,00645869;0,6704;0,560623;0,0279291;0,988871;0,0161374
635600;0,6527;0,67308;0,0260845;0,0133109;0,0138996;0,5552;0,868698;0,0233932;0,997465;0,00561901;0,713;0,567507;0,0255166;0,994948;0,00818988
635700;0,6549;0,668107;0,0255476;0,0139524;0,0148473;0,5532;0,853774;0,0285317;0,99605;0,00645606;0,7098;0,564732;0,0313074;0,997017;0,00876375
635800;0,6643;0,683599;0,0237606;0,0190093;0,0211391;0,5627;0,857927;0,0241896;0,996007;0,00628047;0,7047;0,554944;0,030545;0,996799;0,0049602
635900;0,671;0,68517;0,0307883;0,0138238;0,0121658;0,5963;0,851157;0,0186011;0,997495;0,00553883;0,7369;0,550542;0,0321402;0,995933;0,0069373
636000;0,6799;0,697521;0,032929;0,0135181;0,0122142;0,6072;0,855994;0,0225731;0,995985;0,00592236;0,7093;0,540256;0,029957;0,996672;0,00601599
636100;0,6935;0,705614;0,0326077;0,0145084;0,0113355;0,5849;0,836625;0,0229221;0,994219;0,00594742;0,695;0,52606;0,0210883;0,992669;0,00886968
636200;0,6807;0,697665;0,0436481;0,0138168;0,0101723;0,5756;0,828901;0,0214905;0,995449;0,0053926;0,7551;0,521103;0,0246789;0,989878;0,00943639
636300;0,6514;0,669978;0,037226;0,0131185;0,00913208;0,6127;0,834569;0,0238555;0,994247;0,0101532;0,73;0,523239;0,023828;0,987457;0,0112769
636400;0,6372;0,656309;0,0376;0,0170323;0,0123802;0,5593;0,828669;0,024783;0,996475;0,00574495;0,7224;0,539343;0,0294613;0,98622;0,0120685
636500;0,6352;0,651569;0,0209088;0,0166045;0,0126503;0,5315;0,844364;0,0233063;0,994107;0,0075612;0,7172;0,534213;0,0258823;0,982571;0,0125877
636600;0,6376;0,650637;0,0165874;0,0156569;0,0114446;0,5634;0,84232;0,020875;0,99443;0,00759971;0,7058;0,525959;0,0172481;0,987344;0,0136673
636700;0,6296;0,639017;0,016361;0,0131593;0,00895294;0,5957;0,84804;0,024814;0,995652;0,00786745;0,6957;0,526351;0,0128381;0,994146;0,00962878
636800;0,6348;0,647192;0,0171948;0,0119329;0,0113767;0,5848;0,852313;0,0260334;0,997222;0,00462336;0,7205;0,533784;0,0122999;0,992203;0,00844233
636900;0,652;0,657709;0,0143878;0,00707597;0,00984226;0,6087;0,85242;0,0247294;0,996801;0,00523056;0,7166;0,535154;0,0130262;0,991594;0,00873202
637000;0,6472;0,661325;0,0157897;0,00908162;0,0126647;0,5087;0,870747;0,0264621;0,996242;0,0055364;0,7698;0,541888;0,0211367;0,991191;0,00956686
637100;0,6472;0,664205;0,0179589;0,0113131;0,0109493;0,469;0,873341;0,0228225;0,994499;0,00561685;0,7091;0,545933;0,0226164;0,994899;0,00562611
637200;0,6492;0,664048;0,0224425;0,012836;0,0147122;0,5846;0,872777;0,0243326;0,994674;0,00568391;0,7421;0,549395;0,0238649;0,994711;0,00696061
637300;0,6594;0,669214;0,0249715;0,00763027;0,010023;0,5545;0,87653;0,01853;0,994299;0,00567871;0,7046;0,547872;0,0160926;0,993543;0,00647543
637400;0,6573;0,662934;0,0231247;0,00663832;0,00900259;0,5505;0,884219;0,0240546;0,992102;0,00797551;0,7203;0,540353;0,019015;0,992533;0,00685298
637500;0,648;0,663225;0,0251868;0,00989747;0,0119685;0,5464;0,886383;0,0167483;0,992438;0,00924332;0,7756;0,536648;0,0238225;0,992972;0,00659351
637600;0,6604;0,677398;0,0210647;0,0123345;0,0100889;0,6001;0,889968;0,0183126;0,991506;0,0148697;0,7144;0,534347;0,0245718;0,993062;0,00776325
637700;0,6583;0,674122;0,021295;0,0164029;0,0122543;0,4922;0,902233;0,0260187;0,993966;0,00793621;0,7534;0,543819;0,0244434;0,991576;0,0108047
637800;0,6401;0,661956;0,0204975;0,0172808;0,012398;0,5595;0,907305;0,0241342;0,995928;0,00691966;0,7183;0,553162;0,0350584;0,99128;0,0111735
637900;0,6496;0,662847;0,0159551;0,0169895;0,0141773;0,5467;0,904235;0,0185624;0,991803;0,0102025;0,7177;0,556939;0,0341206;0,989143;0,0177376
638000;0,6537;0,668847;0,0150636;0,0159413;0,015893;0,546;0,90133;0,0261252;0,991662;0,0132451;0,7188;0,566146;0,0318571;0,992334;0,009337
638100;0,6662;0,676991;0,0223395;0,0153564;0,0153634;0,5597;0,888845;0,0227047;0,997681;0,00520294;0,7264;0,584106;0,0304134;0,990561;0,00831895
638200;0,6637;0,663192;0,0259596;0,0123914;0,0105071;0,5666;0,887907;0,0245907;0,998558;0,00350303;0,7016;0,576669;0,0379195;0,991667;0,00854529
638300;0,6564;0,664662;0,0236225;0,0135842;0,00714843;0,6045;0,89865;0,0358483;0,995392;0,00680029;0,7687;0,562098;0,0398601;0,991191;0,00884674
638400;0,6415;0,664003;0,0279804;0,0142972;0,00948786;0,5561;0,894104;0,0180982;0,995445;0,0074236;0,6802;0,564831;0,040175;0,991466;0,009256
638500;0,6479;0,65414;0,0194723;0,0104126;0,0100846;0,5299;0,893346;0,015129;0,990419;0,0111032;0,694;0,586516;0,0370349;0,99428;0,00768415
638600;0,6414;0,655242;0,0159945;0,0124112;0,0124432;0,5823;0,889673;0,0208032;0,991739;0,0114943;0,6455;0,57255;0,0329758;0,987818;0,0133127
638700;0,6367;0,655534;0,0170913;0,0127642;0,0115123;0,5104;0,891826;0,0188955;0,992826;0,00966699;0,6989;0,578318;0,0377179;0,983581;0,0118233
638800;0,6412;0,653069;0,0190673;0,0136643;0,0128907;0,5205;0,891821;0,017685;0,994957;0,00644304;0,6723;0,596755;0,0184057;0,982385;0,00941856
638900;0,6401;0,652497;0,0210345;0,0119831;0,0121771;0,5364;0,894022;0,0130114;0,992955;0,00793402;0,7151;0,591751;0,0209745;0,98773;0,0107152
639000;0,6423;0,653193;0,0256012;0,0123725;0,0104431;0,5209;0,896441;0,0115749;0,993712;0,00660131;0,6916;0,590366;0,0172901;0,991734;0,0106552
639100;0,6393;0,651022;0,0289096;0,0121384;0,00949247;0,5105;0,897557;0,0153423;0,991484;0,0111629;0,6417;0,590979;0,0107585;0,992566;0,00820846
