Generation;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo
256600;0,8379;0,155896;0,0376623;0,910578;0,0151264;0,5811;0,932293;0,0135971;0,992316;0,00821656;0,5281;0,94442;0,0209577;0,995586;0,00591225
256700;0,8639;0,129767;0,0438449;0,927225;0,0262941;0,4843;0,938029;0,0172259;0,994431;0,00578076;0,5374;0,941323;0,0214898;0,99086;0,0109816
256800;0,8729;0,130969;0,0520131;0,92802;0,0246231;0,5713;0,931828;0,0197762;0,989001;0,00777202;0,5725;0,94553;0,0165682;0,990576;0,0124359
256900;0,867;0,109978;0,0605089;0,938036;0,0234758;0,524;0,92944;0,020015;0,987346;0,0115469;0,5167;0,932597;0,0174883;0,992436;0,00881536
257000;0,8735;0,121663;0,055153;0,927324;0,0230583;0,5365;0,923599;0,0167584;0,992254;0,00877026;0,4547;0,932109;0,0174283;0,991345;0,00952416
257100;0,8757;0,121662;0,0620647;0,93347;0,0293378;0,4915;0,921292;0,0194782;0,993419;0,00730595;0,4593;0,925123;0,0141194;0,992844;0,00689797
257200;0,8387;0,134924;0,0528125;0,913198;0,0314081;0,4987;0,913861;0,0221753;0,993134;0,00737321;0,4877;0,924453;0,0148453;0,994749;0,00525277
257300;0,8502;0,128874;0,0669752;0,931053;0,0330896;0,5691;0,90757;0,0188882;0,988555;0,0140813;0,5631;0,924339;0,0124367;0,992089;0,00842492
257400;0,8516;0,13748;0,066059;0,923485;0,0270638;0,5222;0,903894;0,0173013;0,987591;0,0113899;0,5349;0,923801;0,0104939;0,994051;0,007368
257500;0,8719;0,117979;0,0773489;0,932291;0,0198342;0,5347;0,902954;0,0212203;0,986944;0,0127703;0,5171;0,921681;0,0119837;0,990606;0,0109124
257600;0,876;0,0997747;0,0778449;0,937047;0,0195078;0,5503;0,905197;0,0170657;0,993747;0,00778648;0,5112;0,919316;0,0164196;0,991989;0,0097346
257700;0,8904;0,0547873;0,0674781;0,949109;0,0218479;0,5325;0,913766;0,0153613;0,994146;0,00600268;0,5326;0,917585;0,0147486;0,993522;0,00985491
257800;0,9366;0,0274725;0,0457792;0,954912;0,0151353;0,536;0,922864;0,0234078;0,991443;0,00857402;0,5109;0,909524;0,0183306;0,994049;0,00894209
257900;0,9557;0,0144285;0,012236;0,961522;0,0179567;0,4832;0,920436;0,0202671;0,983777;0,0126818;0,5134;0,917106;0,0211633;0,995063;0,00752998
258000;0,9548;0,0170889;0,0149453;0,966931;0,0162116;0,5389;0,918965;0,0271056;0,98315;0,011271;0,5077;0,916165;0,0185754;0,994171;0,00642128
258100;0,9521;0,0143323;0,0105158;0,964448;0,0185997;0,5226;0,919401;0,0223669;0,991746;0,0103077;0,5752;0,901756;0,0173762;0,995813;0,00594842
258200;0,9388;0,0235381;0,0137313;0,950671;0,0204948;0,5617;0,914936;0,0255753;0,994514;0,00764486;0,6055;0,891864;0,0128926;0,993329;0,00881098
258300;0,9281;0,0293207;0,0176404;0,945109;0,0240106;0,489;0,914765;0,031641;0,993531;0,00825098;0,5868;0,894406;0,0136531;0,996389;0,00654411
258400;0,9258;0,0374803;0,0182649;0,944548;0,0243028;0,5561;0,918748;0,0246567;0,990195;0,00970624;0,5744;0,906505;0,0112377;0,996733;0,00572852
258500;0,9165;0,0355468;0,0162462;0,946074;0,0213905;0,6132;0,921758;0,0240021;0,994227;0,00885822;0,5675;0,909289;0,0133506;0,994083;0,00865561
258600;0,92;0,0346391;0,0174282;0,942825;0,0180932;0,558;0,91261;0,0241277;0,992267;0,0099014;0,5356;0,907205;0,0195561;0,996206;0,00550663
258700;0,9295;0,0263591;0,01671;0,943648;0,0182238;0,5897;0,911682;0,0318888;0,990673;0,0107063;0,5195;0,915142;0,0182938;0,993546;0,00761092
258800;0,9312;0,0291075;0,0107049;0,947074;0,0200333;0,5241;0,918536;0,0317399;0,991256;0,0134167;0,5449;0,906801;0,0159094;0,995039;0,00817993
258900;0,9307;0,0306084;0,0115353;0,947098;0,0162932;0,5018;0,917323;0,040333;0,992437;0,0128859;0,5785;0,904608;0,0156735;0,993595;0,0106868
259000;0,9457;0,0309506;0,0137956;0,954524;0,0163785;0,5545;0,919185;0,0429831;0,993295;0,00998686;0,551;0,896792;0,018392;0,993578;0,00936107
259100;0,9276;0,0319999;0,0111224;0,947099;0,0135824;0,531;0,921505;0,0430366;0,996197;0,00574231;0,4995;0,895491;0,01861;0,995182;0,0049509
259200;0,9229;0,0394064;0,0143208;0,944051;0,014157;0,5677;0,913271;0,0540786;0,993974;0,00707542;0,5811;0,897713;0,0150396;0,994429;0,00668474
259300;0,9247;0,0380918;0,0175954;0,943112;0,0171553;0,629;0,896183;0,055207;0,993937;0,00593678;0,5737;0,896838;0,0112842;0,994687;0,00656439
259400;0,9118;0,0407025;0,0192498;0,934398;0,0173273;0,583;0,944653;0,0523219;0,993118;0,0073445;0,5754;0,896421;0,0155085;0,992449;0,00808656
259500;0,9186;0,0240957;0,0221889;0,948043;0,0258403;0,5902;0,918124;0,0628918;0,992664;0,00832394;0,5749;0,894102;0,0194855;0,992317;0,00818849
259600;0,921;0,0396836;0,0227092;0,942541;0,0254271;0,4738;0,916889;0,062148;0,997384;0,00504915;0,5558;0,891371;0,019796;0,994063;0,00716312
259700;0,8919;0,0457749;0,0224732;0,928687;0,028524;0,5329;0,951444;0,0442342;0,991131;0,00834838;0,5658;0,892771;0,0215881;0,993531;0,00769468
259800;0,893;0,0418282;0,0237944;0,921041;0,0343867;0,5206;0,95094;0,0420087;0,996586;0,00548754;0,5546;0,886894;0,0266774;0,99143;0,0112486
259900;0,8896;0,0436012;0,0225126;0,918283;0,0316681;0,5136;0,963044;0,0293988;0,996766;0,00397892;0,5541;0,892268;0,0241657;0,994589;0,00866936
260000;0,8918;0,0441562;0,0181601;0,91856;0,0308887;0,5121;0,969703;0,0164654;0,996764;0,00427756;0,5824;0,903351;0,028328;0,997096;0,00660675
260100;0,8929;0,0412049;0,0210832;0,91744;0,0328613;0,4812;0,960497;0,0148739;0,994564;0,00692947;0,6103;0,898837;0,0342521;0,993764;0,00715602
260200;0,8788;0,0500979;0,0185555;0,911895;0,02869;0,5271;0,9611;0,0147444;0,992551;0,00803537;0,577;0,922027;0,0361636;0,994717;0,00587398
260300;0,8843;0,0429287;0,0205697;0,910761;0,025427;0,522;0,961865;0,0171667;0,992155;0,00966933;0,542;0,908461;0,0324724;0,994928;0,00573582
260400;0,8985;0,043685;0,0273736;0,91586;0,0216634;0,5074;0,945806;0,0180277;0,993887;0,00674318;0,5483;0,904036;0,0347623;0,994575;0,00637622
260500;0,903;0,0443905;0,0228185;0,92481;0,024672;0,5262;0,945868;0,0177362;0,994507;0,00651841;0,5735;0,899384;0,0341017;0,997513;0,00549353
260600;0,9018;0,0484115;0,0250051;0,918122;0,0194337;0,51;0,93902;0,021738;0,99271;0,00771243;0,4511;0,897034;0,0404339;0,995456;0,00650457
260700;0,8953;0,0501131;0,0257999;0,930222;0,028052;0,5358;0,935292;0,0130975;0,993297;0,00776979;0,5358;0,901198;0,0329713;0,994635;0,00738188
260800;0,8966;0,0461807;0,0331803;0,919669;0,0208264;0,5376;0,929365;0,0147779;0,992467;0,00936876;0,5242;0,893343;0,0262037;0,99037;0,0121073
260900;0,9044;0,0400404;0,0253377;0,924608;0,0208514;0,5002;0,935006;0,0118556;0,995347;0,00579935;0,5509;0,896973;0,0268348;0,992733;0,0104916
261000;0,9028;0,0382259;0,0271865;0,919638;0,0206132;0,5142;0,933138;0,0175354;0,995385;0,00643897;0,5085;0,888727;0,0188003;0,990603;0,010316
261100;0,897;0,0345711;0,0265197;0,924539;0,0279275;0,4962;0,9407;0,0136289;0,995326;0,00604637;0,5207;0,888046;0,0203982;0,992689;0,00914373
261200;0,9078;0,0277033;0,0160023;0,931958;0,0243874;0,4879;0,927551;0,0209564;0,991858;0,00819066;0,5335;0,888764;0,0241796;0,990996;0,0108531
261300;0,9085;0,0250114;0,0129805;0,926617;0,0233082;0,5484;0,922673;0,0252963;0,994127;0,00853115;0,5193;0,894227;0,0271493;0,992191;0,0101159
261400;0,904;0,0249799;0,0125734;0,921325;0,0253388;0,5705;0,921736;0,0261523;0,994993;0,00770236;0,5634;0,891723;0,0300947;0,994347;0,00693404
261500;0,9127;0,0208667;0,0172657;0,923723;0,0259414;0,5237;0,917679;0,0248827;0,994721;0,00694433;0,6455;0,899284;0,0221791;0,993697;0,00696819
261600;0,9096;0,0187985;0,0214751;0,931446;0,0287619;0,5352;0,923238;0,0252692;0,994141;0,00770654;0,6222;0,901777;0,02649;0,992431;0,00989807
261700;0,9171;0,0194097;0,0204185;0,933858;0,0283657;0,5802;0,925381;0,0152047;0,992458;0,00732019;0,6528;0,911743;0,0258461;0,994047;0,0069707
261800;0,9149;0,0207667;0,020494;0,927374;0,0240832;0,5235;0,931122;0,0118023;0,994121;0,00742869;0,5487;0,917519;0,0146486;0,994803;0,0077814
261900;0,9151;0,0198672;0,0266772;0,921905;0,0211719;0,5444;0,932718;0,0130268;0,994517;0,00811163;0,5458;0,919209;0,0213038;0,996205;0,00705955
262000;0,9156;0,0149126;0,0141801;0,923157;0,0161244;0,494;0,938892;0,0153951;0,995752;0,00742133;0,5382;0,903127;0,030969;0,995842;0,00559872
262100;0,9009;0,0209697;0,0153425;0,915657;0,0179655;0,5511;0,942014;0,0167367;0,994156;0,00762927;0,5584;0,89812;0,0284824;0,991653;0,00835488
262200;0,9124;0,022602;0,0162213;0,923299;0,0197723;0,5369;0,933826;0,0146536;0,994113;0,00716253;0,5183;0,905803;0,0332331;0,993522;0,00663917
262300;0,9138;0,0313972;0,0130746;0,926515;0,0154584;0,5238;0,936188;0,0183656;0,994115;0,00897781;0,5394;0,924249;0,0158161;0,993726;0,00650542
262400;0,9004;0,0276344;0,0146112;0,925745;0,0177925;0,5172;0,929307;0,020218;0,992622;0,00669824;0,5788;0,920869;0,0207357;0,993783;0,0065469
262500;0,9013;0,0313516;0,0216927;0,924065;0,0220916;0,5278;0,938119;0,015557;0,993201;0,009362;0,5401;0,921376;0,0233506;0,993203;0,00806065
262600;0,8975;0,0419447;0,0197677;0,921394;0,0191954;0,4814;0,939951;0,0197598;0,990428;0,00996798;0,5264;0,918092;0,0229818;0,992434;0,00795542
262700;0,8934;0,0350954;0,0172127;0,913314;0,0230686;0,555;0,938225;0,0203796;0,991975;0,00985874;0,5469;0,924247;0,0359219;0,992489;0,00742064
262800;0,8921;0,0348183;0,0110501;0,905235;0,01173;0,5322;0,940057;0,0205235;0,992966;0,00758436;0,5349;0,930016;0,0354761;0,993149;0,00767369
262900;0,8952;0,0348367;0,0112228;0,906286;0,00994524;0,5452;0,93934;0,017147;0,996499;0,00429277;0,5501;0,924727;0,0341723;0,994766;0,00646449
263000;0,893;0,0362061;0,021112;0,907155;0,0133163;0,5446;0,946502;0,020347;0,996696;0,00488985;0,5418;0,915529;0,0465229;0,993836;0,00872285
263100;0,8823;0,0375009;0,0282197;0,905221;0,0183613;0,5964;0,94559;0,0248671;0,995399;0,00585543;0,5375;0,913562;0,0360783;0,992668;0,0101486
263200;0,9001;0,0296576;0,0252694;0,912626;0,0165098;0,5374;0,93606;0,0183969;0,99289;0,00819689;0,5141;0,910261;0,0299978;0,99355;0,00901911
263300;0,9139;0,0253733;0,023367;0,913667;0,0131026;0,5047;0,935791;0,0168069;0,994757;0,00506071;0,6226;0,904381;0,0330292;0,994631;0,0086855
263400;0,913;0,01602;0,0147682;0,919278;0,0143559;0,5391;0,937542;0,017103;0,995735;0,00667968;0,5817;0,883446;0,0303807;0,994544;0,00718806
263500;0,9064;0,0148313;0,0101484;0,916812;0,0134802;0,5423;0,941317;0,0203247;0,996685;0,00726596;0,5969;0,874313;0,032421;0,99448;0,00744998
263600;0,906;0,0183294;0,0196072;0,909311;0,0171688;0,5006;0,938211;0,0277258;0,99439;0,00701525;0,5776;0,877669;0,0417453;0,995861;0,00726181
263700;0,8891;0,0323768;0,0268241;0,901927;0,0231728;0,5187;0,934061;0,0212407;0,997521;0,004867;0,5729;0,881589;0,0487062;0,992618;0,00929543
263800;0,8946;0,0326645;0,0217867;0,919771;0,0192724;0,4679;0,938828;0,0179217;0,993346;0,00777311;0,548;0,859825;0,0465584;0,996737;0,00427279
263900;0,9001;0,0381273;0,0220598;0,922073;0,0182152;0,4971;0,940667;0,0139946;0,992323;0,00838117;0,5432;0,876463;0,0503798;0,99666;0,00474039
264000;0,9078;0,0294402;0,0247272;0,92747;0,0168783;0,5131;0,934755;0,0141234;0,99694;0,00620464;0,5785;0,87388;0,0505121;0,995057;0,0069339
264100;0,9247;0,0285894;0,0220005;0,934612;0,0172776;0,5063;0,934618;0,0219851;0,996141;0,00603467;0,5394;0,906008;0,0464672;0,996095;0,00649323
264200;0,9157;0,0310735;0,0258205;0,929053;0,0140544;0,5691;0,940414;0,0282127;0,998806;0,00404109;0,5607;0,909603;0,0458452;0,995996;0,00684812
264300;0,9179;0,0344567;0,0227813;0,925473;0,015498;0,5832;0,933895;0,0303303;0,995338;0,0067062;0,4927;0,928487;0,039771;0,996705;0,00672949
264400;0,907;0,046558;0,0217173;0,928314;0,0173244;0,5493;0,927205;0,0236761;0,993196;0,00839344;0,5306;0,932547;0,025175;0,995089;0,00873845
264500;0,8958;0,0362956;0,0260108;0,93005;0,0184951;0,5763;0,920672;0,0305121;0,991405;0,0103019;0,5195;0,920705;0,0285105;0,99346;0,00933672
264600;0,93;0,0278499;0,0370403;0,940385;0,0185832;0,561;0,91449;0,0309714;0,988559;0,0109571;0,522;0,911042;0,0291217;0,994551;0,00873819
264700;0,9219;0,0357823;0,0388539;0,941106;0,0118913;0,5668;0,885077;0,02369;0,992002;0,0079868;0,521;0,912114;0,0350161;0,994484;0,00842832
264800;0,9335;0,0400484;0,0396682;0,945142;0,0150285;0,5555;0,892232;0,0283718;0,996386;0,00609231;0,5542;0,925375;0,0410836;0,996509;0,00639165
264900;0,927;0,050207;0,0413723;0,943659;0,0256768;0,5966;0,900152;0,0306105;0,996838;0,00455447;0,573;0,903977;0,0308691;0,995419;0,00809252
265000;0,9127;0,0483061;0,0382106;0,938897;0,0220064;0,5955;0,925029;0,0209091;0,997504;0,00485658;0,4864;0,897578;0,0200253;0,994458;0,0080854
265100;0,9164;0,0397903;0,0362888;0,93991;0,022522;0,5184;0,925674;0,0211857;0,997198;0,00539279;0,5471;0,888087;0,0151519;0,996961;0,00501457
265200;0,929;0,0439819;0,032653;0,949363;0,0308907;0,5342;0,921902;0,0220314;0,992726;0,00752302;0,5393;0,882405;0,0165676;0,995099;0,00756101
265300;0,9078;0,052833;0,0398142;0,950911;0,0306695;0,493;0,907393;0,0218983;0,99492;0,0081331;0,527;0,885236;0,0160744;0,991953;0,0097028
265400;0,9182;0,0614532;0,0292444;0,95327;0,0334809;0,5284;0,900329;0,0193711;0,995575;0,00598546;0,5839;0,886991;0,018464;0,99187;0,00991173
265500;0,8933;0,068807;0,0302849;0,929386;0,0237495;0,5477;0,907222;0,0190326;0,991892;0,00851773;0,5668;0,889403;0,0217571;0,992714;0,00821097
265600;0,864;0,0784105;0,0300129;0,919765;0,0185811;0,564;0,916211;0,0164895;0,991005;0,00970243;0,5345;0,888454;0,0273668;0,989872;0,00962699
265700;0,8833;0,093558;0,0343157;0,925452;0,0183583;0,5275;0,913634;0,0192547;0,988971;0,0111705;0,5582;0,88366;0,0275812;0,988598;0,0102103
265800;0,8902;0,0958556;0,038623;0,927278;0,0206426;0,5387;0,909498;0,0256149;0,990422;0,0111062;0,5267;0,884704;0,0256133;0,992345;0,0111134
265900;0,8804;0,0823203;0,0335339;0,924541;0,0271961;0,5479;0,909443;0,0420366;0,994107;0,00675482;0,632;0,899884;0,026805;0,997567;0,00421314
266000;0,8801;0,0761133;0,0260536;0,919027;0,0265054;0,5395;0,924127;0,0463565;0,991988;0,0105698;0,6275;0,90207;0,0326968;0,994649;0,00737353
266100;0,8833;0,0771905;0,0191477;0,91763;0,0270747;0,5671;0,917789;0,0398592;0,993955;0,0105923;0,5854;0,910539;0,023858;0,996305;0,00660116
266200;0,9014;0,0793269;0,0163464;0,928079;0,0256885;0,5644;0,912851;0,0384573;0,994469;0,00979025;0,5678;0,90315;0,0295612;0,994284;0,00662975
266300;0,8781;0,0809129;0,0215474;0,924465;0,0168703;0,5417;0,930749;0,0391176;0,994824;0,00947618;0,5944;0,898686;0,0236428;0,994253;0,00827488
266400;0,8889;0,0800786;0,0231885;0,916858;0,0162488;0,4708;0,919099;0,0356535;0,996491;0,0082557;0,5944;0,889041;0,0141175;0,994838;0,00703547
266500;0,8692;0,0958751;0,0228843;0,914824;0,0104676;0,5143;0,921114;0,0518189;0,997018;0,00584525;0,6199;0,894595;0,0155117;0,995967;0,00641779
266600;0,8781;0,0837923;0,0283546;0,917215;0,0161362;0,587;0,896468;0,0557363;0,996529;0,00577824;0,5989;0,886057;0,0167363;0,996707;0,00623294
266700;0,8925;0,102681;0,0211547;0,91863;0,014293;0,6262;0,885481;0,049551;0,994222;0,0100658;0,5965;0,891232;0,0126629;0,996271;0,00625852
266800;0,8714;0,0987064;0,0197384;0,910653;0,0172183;0,5799;0,912776;0,0638814;0,996815;0,00591774;0,541;0,903502;0,0151958;0,992786;0,00907143
266900;0,8624;0,0970658;0,0162962;0,908337;0,0209067;0,5281;0,912633;0,0621697;0,995022;0,00771787;0,5553;0,893224;0,0204945;0,993184;0,00981591
267000;0,8697;0,0957622;0,0224421;0,915537;0,0236216;0,5375;0,887925;0,0579624;0,991608;0,0105132;0,5516;0,887375;0,0207029;0,990091;0,0100834
267100;0,8778;0,100076;0,0250704;0,914332;0,0195569;0,5705;0,860807;0,038115;0,994177;0,00838983;0,5864;0,899102;0,0231963;0,992936;0,00807774
267200;0,8699;0,094756;0,0222972;0,908359;0,016396;0,5462;0,853922;0,0240296;0,992912;0,0083342;0,5542;0,883337;0,0221739;0,990685;0,0114282
267300;0,8599;0,0951393;0,0236509;0,91163;0,0194315;0,4637;0,851061;0,0171762;0,994362;0,00839257;0,5726;0,87816;0,0254232;0,99446;0,00772662
267400;0,8645;0,0882689;0,0131925;0,908236;0,0189529;0,5502;0,844194;0,0175326;0,995416;0,00681036;0,5882;0,88088;0,0243453;0,996395;0,00600907
267500;0,8645;0,0971555;0,0118711;0,904065;0,0202527;0,5386;0,846934;0,0181367;0,992428;0,00784638;0,4964;0,892499;0,0195834;0,995685;0,00917042
267600;0,8589;0,0961439;0,0155997;0,897113;0,02243;0,6038;0,83883;0,0205805;0,991991;0,011316;0,489;0,891385;0,0139574;0,991697;0,00896997
267700;0,8502;0,0967784;0,0187084;0,902751;0,0224939;0,6148;0,841044;0,016839;0,993074;0,00923961;0,5394;0,891515;0,013467;0,989587;0,0136805
267800;0,8455;0,103131;0,0183908;0,8932;0,0283996;0,6376;0,82284;0,0197835;0,992995;0,00761826;0,533;0,897148;0,0163739;0,989934;0,0135021
267900;0,8514;0,0977817;0,0190671;0,891437;0,0348088;0,5875;0,811108;0,0184037;0,991618;0,00907225;0,5644;0,891592;0,0196275;0,991967;0,00964761
268000;0,8499;0,0955128;0,0287342;0,895556;0,0279266;0,5759;0,805998;0,016656;0,99219;0,00882599;0,5291;0,878519;0,0190176;0,992426;0,00846881
268100;0,8518;0,0947082;0,0298065;0,897343;0,02557;0,6081;0,809217;0,0172141;0,990331;0,00947865;0,5224;0,884015;0,0130106;0,990723;0,0107626
268200;0,8267;0,120991;0,037223;0,883743;0,0181568;0,5665;0,817081;0,0282069;0,990814;0,0116282;0,5864;0,88014;0,0108294;0,994065;0,00991836
268300;0,8262;0,133973;0,0284427;0,87802;0,0122835;0,6052;0,829782;0,0310675;0,994296;0,00727124;0,5111;0,882824;0,0148868;0,997899;0,00462244
268400;0,8088;0,143493;0,0252681;0,881099;0,0153492;0,5432;0,82759;0,038532;0,991488;0,0108459;0,5634;0,884787;0,0233237;0,996866;0,00709212
268500;0,8296;0,141325;0,0288405;0,88348;0,020565;0,5481;0,856551;0,0292518;0,994504;0,00746627;0,4985;0,878137;0,0276132;0,997169;0,00575277
268600;0,81;0,158532;0,027679;0,87398;0,0261033;0,5978;0,858566;0,0306677;0,992475;0,0086278;0,487;0,882093;0,0273373;0,996909;0,00668332
268700;0,7923;0,149383;0,0411756;0,864238;0,0253804;0,57;0,851193;0,0384808;0,99094;0,0100303;0,4892;0,873328;0,0148484;0,99232;0,010163
268800;0,7975;0,168245;0,0273059;0,859564;0,0252339;0,596;0,829637;0,0345607;0,990034;0,00901349;0,5289;0,868325;0,0183958;0,993207;0,00964953
268900;0,7762;0,174948;0,0243697;0,853896;0,0296399;0,5676;0,807844;0,0288964;0,992681;0,00839009;0,5784;0,877474;0,0184532;0,993402;0,00783369
269000;0,7779;0,180626;0,0180389;0,860094;0,0275522;0,6022;0,810318;0,0294241;0,991974;0,00880082;0,5735;0,883942;0,0187144;0,993262;0,00966037
269100;0,7843;0,173473;0,0214221;0,872927;0,0286258;0,5856;0,813945;0,0196789;0,994186;0,0078793;0,5083;0,886439;0,0134277;0,99282;0,0107247
269200;0,7977;0,169436;0,0171021;0,869146;0,0265034;0,6264;0,80966;0,0258686;0,992334;0,0114062;0,56;0,885742;0,0163218;0,988534;0,0132706
269300;0,798;0,170467;0,0197129;0,8618;0,0280401;0,5462;0,808481;0,0297326;0,99341;0,00998434;0,5312;0,89494;0,0105283;0,994468;0,01003
269400;0,8116;0,150916;0,019143;0,872072;0,0303251;0,5645;0,806005;0,0232924;0,992395;0,00985913;0,5481;0,894936;0,0130902;0,995713;0,00691135
269500;0,7982;0,160997;0,0196563;0,876883;0,0256938;0,5983;0,79183;0,0158714;0,995089;0,00819539;0,5424;0,88787;0,0212262;0,996662;0,00549773
269600;0,808;0,166165;0,017722;0,878281;0,0192205;0,6189;0,795484;0,0243501;0,994052;0,00816664;0,4654;0,894855;0,0209553;0,99425;0,00716493
269700;0,8183;0,171073;0,0203462;0,892739;0,0156381;0,6;0,784259;0,0171285;0,993656;0,00692647;0,5019;0,899284;0,0140332;0,991226;0,00996752
269800;0,8251;0,168996;0,0151943;0,897546;0,0155033;0,6172;0,795471;0,0168036;0,996206;0,00731111;0,5311;0,905528;0,0117787;0,992609;0,0117779
269900;0,824;0,165316;0,0175095;0,899589;0,0162276;0,5947;0,796842;0,0174224;0,997013;0,00680605;0,5402;0,905408;0,0175647;0,994074;0,0112233
270000;0,8127;0,180885;0,0254776;0,884763;0,0215954;0,5986;0,788797;0,0162215;0,995015;0,00895636;0,5279;0,906736;0,0200814;0,995818;0,00548108
270100;0,7846;0,19611;0,0274435;0,866544;0,0267977;0,5466;0,782805;0,0127513;0,998208;0,00356989;0,5634;0,920239;0,0277883;0,994442;0,00701873
270200;0,783;0,203322;0,0284832;0,862901;0,0244621;0,573;0,790399;0,0189626;0,996729;0,00498452;0,5009;0,910356;0,0312412;0,991722;0,00876233
270300;0,7731;0,205845;0,02798;0,853754;0,0244038;0,6163;0,787959;0,0241927;0,994857;0,00804471;0,5097;0,924632;0,0341534;0,992568;0,00891584
270400;0,7949;0,196456;0,0346626;0,868636;0,0273998;0,5655;0,793112;0,0232772;0,994833;0,00801653;0,5705;0,91485;0,0320385;0,992777;0,0107322
270500;0,8087;0,197446;0,0274163;0,885129;0,0296783;0,5224;0,786257;0,0182796;0,9944;0,00835664;0,5917;0,911068;0,0302867;0,994791;0,00846735
270600;0,8188;0,19186;0,0367467;0,889375;0,0176643;0,5797;0,779529;0,0168173;0,990656;0,0106599;0,5759;0,91098;0,0236246;0,993464;0,00779576
270700;0,7886;0,212553;0,0417648;0,88348;0,0160261;0,6176;0,773808;0,0114266;0,987212;0,00997234;0,5463;0,929257;0,0279146;0,991606;0,0102935
270800;0,7872;0,222258;0,0451449;0,884331;0,0195603;0,5989;0,774271;0,0145283;0,991591;0,00786376;0,4834;0,942768;0,0150458;0,991174;0,0123323
270900;0,7922;0,204047;0,0560221;0,880366;0,0157437;0,5768;0,775571;0,0180302;0,991753;0,0106244;0,4844;0,955182;0,013376;0,992722;0,0110818
271000;0,7943;0,199296;0,0546817;0,87628;0,0185095;0,5801;0,780218;0,0200399;0,992881;0,00874603;0,5203;0,952034;0,0110273;0,991624;0,0109626
271100;0,8088;0,16553;0,0460092;0,871526;0,0228904;0,5838;0,781648;0,0203377;0,991046;0,0150615;0,5318;0,95298;0,00810962;0,992213;0,00792841
271200;0,796;0,180077;0,054986;0,867268;0,0203501;0,5945;0,791566;0,0197237;0,991955;0,00969759;0,5014;0,950884;0,0146876;0,992625;0,00819491
271300;0,7969;0,155153;0,0391513;0,857734;0,021135;0,5924;0,792924;0,0195392;0,992673;0,00928675;0,5053;0,955365;0,0227336;0,991049;0,00856698
271400;0,79;0,146575;0,0274215;0,854746;0,0262043;0,576;0,787021;0,0264681;0,993544;0,00586463;0,517;0,952387;0,0214421;0,992162;0,00881978
271500;0,802;0,144312;0,036316;0,854308;0,0259221;0,5718;0,789871;0,0264098;0,991381;0,0096629;0,5249;0,955979;0,019319;0,990784;0,00940383
271600;0,8013;0,145908;0,0230142;0,86624;0,0342219;0,6306;0,799679;0,0269088;0,993522;0,00968006;0,4906;0,961471;0,025552;0,995826;0,0074815
271700;0,8104;0,154227;0,0199295;0,866236;0,0409077;0,652;0,797842;0,0218302;0,995516;0,00879634;0,4752;0,94739;0,0261894;0,997268;0,00498281
271800;0,8171;0,151101;0,0217893;0,881199;0,0365011;0,6178;0,794952;0,0273865;0,992815;0,00954672;0,4409;0,955133;0,0192892;0,996661;0,00630533
271900;0,8193;0,148632;0,0289877;0,880783;0,0333133;0,5955;0,795166;0,0253865;0,99373;0,00815162;0,4828;0,959291;0,0168307;0,99391;0,0101502
272000;0,826;0,15088;0,0242234;0,884031;0,0313921;0,5671;0,796132;0,0225754;0,994675;0,00715761;0,5146;0,948606;0,0243875;0,990999;0,010877
272100;0,8205;0,151824;0,0169296;0,888308;0,0269165;0,5473;0,807546;0,0285125;0,99525;0,0053674;0,5166;0,948831;0,0276372;0,989523;0,00890711
272200;0,8158;0,144276;0,0178722;0,879697;0,029043;0,6142;0,798949;0,0391845;0,995368;0,00614741;0,4893;0,95365;0,0312565;0,992093;0,00782819
272300;0,8065;0,138384;0,0171854;0,863131;0,029896;0,5981;0,793806;0,0358622;0,991999;0,00944556;0,5153;0,953035;0,032885;0,992911;0,00841789
272400;0,8111;0,149854;0,0234716;0,868819;0,0291841;0,607;0,775446;0,0231474;0,991762;0,00835747;0,5315;0,955843;0,030347;0,99552;0,00575197
272500;0,811;0,159514;0,0332664;0,881514;0,0309055;0,5898;0,78845;0,0206993;0,990658;0,0107089;0,5072;0,943071;0,0312979;0,994674;0,00964337
272600;0,8105;0,141294;0,0312885;0,861219;0,03226;0,6328;0,796862;0,0213006;0,991279;0,0111817;0,4999;0,957673;0,0338338;0,989366;0,0132328
272700;0,7973;0,163701;0,0315184;0,883456;0,0297203;0,6048;0,801243;0,0163224;0,994369;0,00871243;0,4345;0,955356;0,0360025;0,990412;0,0162162
272800;0,8084;0,178895;0,0351119;0,888095;0,0434143;0,6146;0,806638;0,0176501;0,995507;0,00694626;0,5205;0,960631;0,0306763;0,993232;0,0110197
272900;0,8;0,167073;0,0298836;0,867895;0,0377472;0,5721;0,799397;0,0262078;0,99108;0,00960168;0,5175;0,951449;0,0312776;0,995504;0,00594665
273000;0,8067;0,180199;0,0321785;0,878428;0,0390466;0,6048;0,792656;0,0286036;0,989522;0,014905;0,4891;0,957893;0,027047;0,99398;0,00595157
273100;0,81;0,185928;0,0332743;0,87835;0,038049;0,5966;0,804267;0,0214014;0,991813;0,0142595;0,5559;0,96571;0,0268148;0,994434;0,00939498
