Generation	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo
21700	0.5467	0.639064	0.0501941	0.103	0.5776	0.7062	0.0440214	0.139	0.5914	0.684186	0.0181046	0.125
21800	0.5247	0.640555	0.0497709	0.139	0.5524	0.7125	0.0536765	0.17	0.5409	0.689658	0.014718	0.163
21900	0.5398	0.634437	0.0569516	0.112	0.5561	0.709492	0.064284	0.161	0.5729	0.695114	0.0165577	0.126
22000	0.5241	0.640027	0.0496188	0.148	0.5797	0.68544	0.0506181	0.134	0.5779	0.689193	0.0204575	0.113
22100	0.5458	0.635488	0.0480367	0.116	0.5509	0.686648	0.0475815	0.138	0.5845	0.695805	0.0252496	0.09
22200	0.5516	0.646514	0.0382949	0.121	0.5811	0.705359	0.0374825	0.123	0.5531	0.682195	0.0205421	0.134
22300	0.5481	0.641836	0.0451021	0.104	0.5695	0.69024	0.0240031	0.121	0.5924	0.680634	0.0210139	0.122
22400	0.5319	0.624152	0.0406691	0.12	0.5715	0.680262	0.0085582	0.122	0.54	0.675465	0.0164557	0.171
22500	0.5559	0.636664	0.0297185	0.09	0.5862	0.682783	0.0139558	0.134	0.5824	0.681428	0.0178769	0.111
22600	0.536	0.643111	0.024701	0.117	0.5552	0.686278	0.013156	0.159	0.5646	0.690006	0.0184222	0.136
22700	0.5565	0.644715	0.0314504	0.099	0.5779	0.692385	0.0150316	0.134	0.5735	0.684459	0.0230828	0.118
22800	0.5572	0.662992	0.0271218	0.122	0.5591	0.700948	0.0189362	0.169	0.5778	0.696092	0.0167642	0.114
22900	0.5667	0.664132	0.0131663	0.118	0.5925	0.710169	0.0166635	0.136	0.5947	0.686304	0.0189501	0.112
23000	0.5485	0.664604	0.0140561	0.112	0.6189	0.715721	0.0219298	0.09	0.5363	0.671304	0.0246011	0.153
23100	0.5409	0.670682	0.0161771	0.121	0.5641	0.713207	0.0233763	0.141	0.5681	0.666948	0.0283194	0.109
23200	0.5668	0.669543	0.0194521	0.128	0.5722	0.70897	0.0251231	0.159	0.5812	0.675039	0.0259486	0.106
23300	0.582	0.665657	0.0263777	0.105	0.5171	0.706541	0.0251815	0.19	0.5639	0.678706	0.0247501	0.118
23400	0.5281	0.668392	0.0308981	0.161	0.5473	0.724971	0.0283531	0.166	0.5725	0.676434	0.0218288	0.137
23500	0.6075	0.691302	0.0215934	0.099	0.5506	0.717008	0.0178985	0.19	0.5933	0.682887	0.021868	0.109
23600	0.5533	0.693208	0.025438	0.152	0.5764	0.702388	0.0230298	0.128	0.5603	0.688129	0.0203803	0.141
23700	0.5757	0.679704	0.0262468	0.125	0.5711	0.697096	0.0259652	0.126	0.564	0.69959	0.0205797	0.142
23800	0.5655	0.67695	0.0269747	0.116	0.5758	0.696633	0.0249276	0.117	0.5723	0.703711	0.0190984	0.139
23900	0.5683	0.686585	0.0370828	0.132	0.5831	0.7077	0.0270963	0.128	0.564	0.705279	0.0186326	0.119
24000	0.5614	0.664582	0.032928	0.12	0.5653	0.70864	0.0286458	0.144	0.5535	0.700003	0.0202655	0.134
24100	0.5564	0.667976	0.0403647	0.139	0.5386	0.707791	0.0266486	0.167	0.5809	0.702589	0.0225036	0.132
24200	0.5687	0.67304	0.0348225	0.143	0.5405	0.687441	0.0275846	0.156	0.5647	0.699652	0.023654	0.15
24300	0.5518	0.670559	0.0376713	0.125	0.5597	0.69097	0.0222883	0.114	0.5679	0.691104	0.0216828	0.132
24400	0.5938	0.658455	0.0340713	0.081	0.5659	0.698837	0.0307365	0.129	0.5637	0.686091	0.0198462	0.145
24500	0.5729	0.660187	0.0353398	0.095	0.5714	0.711932	0.0246268	0.138	0.5775	0.677	0.0179418	0.097
24600	0.5622	0.668681	0.0303213	0.127	0.5498	0.711283	0.0255975	0.159	0.5396	0.673061	0.0198959	0.149
24700	0.5465	0.645429	0.029529	0.112	0.5823	0.702447	0.0232342	0.112	0.5483	0.682524	0.0358231	0.144
24800	0.5258	0.642665	0.0298847	0.145	0.5745	0.702434	0.0286294	0.151	0.583	0.698589	0.0388899	0.125
24900	0.552	0.631178	0.0237725	0.096	0.5417	0.698204	0.0307351	0.18	0.5761	0.694797	0.0387331	0.123
25000	0.5211	0.629508	0.0257912	0.151	0.6199	0.712129	0.0327644	0.1	0.5687	0.681328	0.0495602	0.116
25100	0.5288	0.631584	0.0315705	0.131	0.5843	0.708878	0.0269031	0.122	0.5595	0.677553	0.0447868	0.11
25200	0.5593	0.646466	0.0261918	0.103	0.5956	0.703237	0.0284284	0.124	0.5859	0.668858	0.0507983	0.09
25300	0.5486	0.643665	0.0288317	0.125	0.5408	0.701721	0.0350954	0.187	0.5472	0.698012	0.0470927	0.152
25400	0.5439	0.624049	0.0270107	0.083	0.6135	0.71116	0.0338949	0.102	0.5309	0.68855	0.0460721	0.181
25500	0.548	0.630916	0.0287724	0.12	0.5715	0.714862	0.0306691	0.148	0.5943	0.684574	0.0464168	0.088
25600	0.543	0.629067	0.0376362	0.117	0.5599	0.689544	0.0437435	0.132	0.571	0.679195	0.0502697	0.113
25700	0.5233	0.635069	0.0323152	0.141	0.5477	0.672536	0.0397574	0.148	0.5532	0.685097	0.0499058	0.159
25800	0.5562	0.650767	0.0363978	0.124	0.5759	0.658435	0.0362104	0.094	0.5652	0.664942	0.0582276	0.107
25900	0.5759	0.658863	0.0187115	0.107	0.5725	0.674826	0.0446428	0.117	0.5437	0.658518	0.0530364	0.106
26000	0.552	0.658519	0.010918	0.109	0.5357	0.675919	0.0348399	0.149	0.5337	0.659778	0.0573302	0.144
26100	0.5177	0.655877	0.0104933	0.149	0.573	0.667555	0.0323107	0.081	0.5444	0.654437	0.055147	0.132
26200	0.5469	0.656319	0.0121517	0.119	0.5429	0.665524	0.0285722	0.135	0.5834	0.66705	0.0530665	0.09
26300	0.5739	0.657364	0.0154577	0.118	0.5512	0.66672	0.0235028	0.116	0.5387	0.666366	0.0479091	0.123
26400	0.5436	0.65211	0.0165038	0.115	0.5897	0.668268	0.0277527	0.082	0.5572	0.674065	0.0428088	0.133
26500	0.5687	0.666196	0.0174347	0.102	0.552	0.674457	0.0204443	0.114	0.5819	0.689658	0.040905	0.109
26600	0.5505	0.659721	0.0146226	0.127	0.5821	0.677891	0.0149015	0.095	0.5466	0.668917	0.0544149	0.141
26700	0.5394	0.667068	0.0227172	0.134	0.565	0.681538	0.0118294	0.141	0.5539	0.667253	0.057626	0.125
26800	0.5854	0.665534	0.0246425	0.096	0.5795	0.68568	0.0170365	0.117	0.5529	0.649026	0.0629248	0.123
26900	0.5586	0.665461	0.0239324	0.127	0.5725	0.685025	0.0280446	0.117	0.5637	0.674208	0.0497964	0.135
27000	0.5315	0.669058	0.023326	0.16	0.5362	0.67471	0.022035	0.146	0.5306	0.649801	0.0430136	0.144
27100	0.5551	0.674875	0.0195266	0.131	0.5583	0.674315	0.0192091	0.117	0.5226	0.659002	0.0455742	0.177
27200	0.5654	0.672919	0.0212538	0.123	0.5775	0.68239	0.0185668	0.107	0.5501	0.656814	0.0445018	0.134
27300	0.5375	0.677037	0.0375047	0.162	0.5774	0.675826	0.0178744	0.107	0.5456	0.667102	0.0470714	0.138
27400	0.5638	0.685164	0.0332697	0.152	0.5796	0.663698	0.0225705	0.088	0.5504	0.692619	0.0423777	0.151
27500	0.5616	0.66365	0.0208746	0.115	0.5458	0.657209	0.0199415	0.14	0.5578	0.673852	0.0387827	0.129
27600	0.5153	0.660456	0.0178684	0.156	0.5683	0.668161	0.0260581	0.104	0.5635	0.670343	0.0350953	0.117
27700	0.5641	0.660771	0.0161556	0.094	0.5576	0.674328	0.0232255	0.146	0.5515	0.652334	0.0313785	0.124
27800	0.5359	0.6469	0.0250858	0.12	0.554	0.678658	0.0219894	0.138	0.5315	0.644533	0.0355261	0.146
27900	0.5607	0.644059	0.0298609	0.123	0.5551	0.676913	0.0138563	0.144	0.5254	0.641958	0.0291221	0.14
28000	0.562	0.655603	0.0312172	0.12	0.5704	0.677909	0.0258978	0.137	0.5658	0.646236	0.0442856	0.113
28100	0.5491	0.650209	0.0324999	0.122	0.5687	0.680762	0.0232367	0.126	0.5632	0.671626	0.0564763	0.094
28200	0.5394	0.662923	0.0429789	0.131	0.5551	0.677754	0.0226615	0.123	0.5617	0.655147	0.045488	0.11
28300	0.5706	0.677652	0.0373699	0.132	0.5177	0.691654	0.0316688	0.175	0.5307	0.636864	0.0272698	0.121
28400	0.5935	0.669812	0.0385928	0.085	0.5426	0.692987	0.0342319	0.154	0.5465	0.634937	0.0241972	0.101
28500	0.5348	0.650505	0.039715	0.125	0.582	0.694625	0.0395291	0.121	0.5322	0.657067	0.0415797	0.143
28600	0.5627	0.648456	0.0383018	0.096	0.5881	0.718209	0.0210907	0.103	0.5552	0.689645	0.0528836	0.143
28700	0.5329	0.673629	0.0337267	0.169	0.5654	0.715631	0.0212415	0.156	0.5631	0.714615	0.0472594	0.149
28800	0.5099	0.668064	0.0381429	0.167	0.6148	0.710751	0.0237988	0.102	0.566	0.713205	0.0465966	0.133
28900	0.5816	0.680999	0.0390614	0.13	0.5452	0.711573	0.0183287	0.171	0.5524	0.710732	0.0515135	0.172
29000	0.5329	0.685262	0.0420539	0.137	0.572	0.694355	0.013005	0.118	0.5711	0.706307	0.0641211	0.136
29100	0.5356	0.66865	0.0494269	0.148	0.5736	0.691301	0.0125341	0.118	0.5752	0.690932	0.0604589	0.122
29200	0.5577	0.674268	0.0545526	0.137	0.5599	0.690799	0.0156741	0.139	0.5459	0.70008	0.0540437	0.151
29300	0.5807	0.690523	0.0512187	0.119	0.5376	0.686708	0.0181945	0.14	0.5444	0.682487	0.0475259	0.127
29400	0.5331	0.679092	0.0541555	0.154	0.576	0.696624	0.0241255	0.122	0.5766	0.683023	0.0379652	0.115
29500	0.5605	0.6644	0.0521507	0.121	0.57	0.686685	0.0240941	0.115	0.535	0.670604	0.0392745	0.168
29600	0.5187	0.63683	0.0604004	0.166	0.5681	0.683071	0.030437	0.125	0.5389	0.669645	0.034985	0.176
29700	0.5519	0.668181	0.0540668	0.14	0.573	0.6805	0.0278976	0.117	0.5456	0.679505	0.0364481	0.165
29800	0.549	0.666044	0.0627698	0.105	0.5667	0.672708	0.0260952	0.127	0.5072	0.657234	0.0270251	0.175
29900	0.5559	0.675935	0.0515534	0.129	0.5608	0.671581	0.0209082	0.111	0.5748	0.683029	0.0413498	0.109
30000	0.5345	0.663714	0.0578458	0.155	0.5247	0.676299	0.0272889	0.144	0.5558	0.68888	0.0339436	0.13
30100	0.5535	0.680145	0.0422734	0.131	0.577	0.661991	0.0171313	0.104	0.5287	0.69964	0.0368804	0.178
30200	0.5485	0.674595	0.0451357	0.13	0.5477	0.659709	0.0151555	0.126	0.5756	0.699964	0.0358784	0.119
30300	0.5651	0.65102	0.0532381	0.111	0.5811	0.658722	0.0193112	0.103	0.5669	0.708944	0.0373213	0.143
30400	0.5654	0.664044	0.0547598	0.123	0.5558	0.663391	0.0169162	0.108	0.5764	0.701281	0.0374097	0.121
30500	0.5504	0.666738	0.0583977	0.123	0.562	0.672223	0.0159739	0.127	0.5671	0.692077	0.0392	0.133
30600	0.5471	0.647517	0.0457304	0.102	0.5248	0.671533	0.0189336	0.177	0.5452	0.69281	0.0381466	0.15
30700	0.5576	0.678459	0.0482429	0.152	0.5679	0.673441	0.01962	0.121	0.5514	0.688838	0.0366461	0.129
30800	0.5627	0.698467	0.0465605	0.136	0.5763	0.671193	0.0219987	0.11	0.5906	0.679604	0.0314466	0.107
30900	0.5733	0.663744	0.0469089	0.098	0.5594	0.65476	0.0270616	0.105	0.5891	0.703335	0.0251929	0.126
31000	0.5591	0.66138	0.0506674	0.122	0.54	0.661138	0.0264956	0.156	0.5701	0.704459	0.0298745	0.128
31100	0.554	0.671151	0.0538718	0.136	0.5732	0.676744	0.0190565	0.106	0.5686	0.702266	0.0221853	0.146
31200	0.5562	0.665295	0.0542425	0.138	0.5645	0.669186	0.0265451	0.119	0.5129	0.714117	0.0287858	0.186
31300	0.5424	0.614814	0.0694168	0.12	0.5499	0.674254	0.0207297	0.153	0.5826	0.713202	0.0280475	0.12
31400	0.5439	0.650064	0.0626575	0.141	0.5728	0.674822	0.0162448	0.119	0.5603	0.708702	0.0313664	0.156
31500	0.5419	0.648869	0.059188	0.098	0.5369	0.672576	0.0155537	0.138	0.583	0.680199	0.03031	0.1
31600	0.5554	0.66646	0.0367529	0.114	0.5506	0.674755	0.0211282	0.14	0.5796	0.692921	0.0361597	0.125
31700	0.5597	0.66157	0.0325237	0.13	0.536	0.665652	0.0199562	0.15	0.548	0.672098	0.0264734	0.13
31800	0.5626	0.666074	0.0270768	0.137	0.5534	0.674873	0.0209415	0.139	0.5771	0.678386	0.0273482	0.107
31900	0.5561	0.664906	0.0213228	0.127	0.5708	0.667475	0.0211965	0.118	0.5574	0.672321	0.0132054	0.135
32000	0.5616	0.683203	0.0177261	0.124	0.5503	0.668125	0.0181757	0.138	0.5499	0.665273	0.014549	0.125
32100	0.5531	0.680472	0.0119347	0.137	0.5715	0.67326	0.0250204	0.113	0.5448	0.67556	0.0186434	0.139
32200	0.5836	0.685779	0.0150744	0.097	0.5368	0.680034	0.0231558	0.154	0.558	0.683008	0.022545	0.142
32300	0.5616	0.675425	0.016903	0.112	0.5463	0.6868	0.0283098	0.177	0.5467	0.685108	0.030587	0.132
32400	0.5548	0.673902	0.013861	0.115	0.5565	0.68661	0.028259	0.126	0.5672	0.685041	0.0284111	0.131
32500	0.5545	0.667154	0.015656	0.12	0.56	0.667772	0.0351271	0.133	0.5405	0.67394	0.0317452	0.115
32600	0.563	0.673405	0.0164109	0.095	0.5661	0.665551	0.039442	0.112	0.5702	0.677491	0.0343218	0.122
32700	0.5614	0.668919	0.0178107	0.111	0.5508	0.648486	0.039422	0.119	0.5994	0.675472	0.0342134	0.069
32800	0.5317	0.66885	0.0146444	0.163	0.5265	0.654265	0.0320683	0.162	0.5401	0.657975	0.0187424	0.118
32900	0.5674	0.669374	0.0145524	0.132	0.5466	0.655556	0.031657	0.136	0.5649	0.655536	0.0193576	0.112
33000	0.5757	0.663441	0.0167162	0.114	0.5509	0.651185	0.0341353	0.115	0.559	0.662483	0.0161453	0.099
33100	0.5655	0.664681	0.0224821	0.112	0.541	0.658428	0.0413617	0.119	0.5509	0.664468	0.0192686	0.145
33200	0.5501	0.671911	0.0267964	0.126	0.535	0.649271	0.0370244	0.164	0.5853	0.672479	0.0182749	0.099
33300	0.5704	0.673022	0.0301466	0.125	0.523	0.632025	0.0314234	0.111	0.5871	0.68358	0.0181788	0.091
33400	0.5571	0.679203	0.0275996	0.129	0.5422	0.624945	0.0315119	0.125	0.5714	0.680444	0.0225496	0.122
33500	0.5434	0.670339	0.0313519	0.142	0.5127	0.608089	0.0226392	0.107	0.583	0.681988	0.0200377	0.125
33600	0.5769	0.673058	0.0281999	0.12	0.5426	0.611808	0.0297211	0.077	0.5352	0.676669	0.0238322	0.157
33700	0.5701	0.671074	0.0309512	0.112	0.5229	0.621563	0.0354352	0.134	0.5329	0.675027	0.0212078	0.159
33800	0.5895	0.666453	0.0326517	0.086	0.5312	0.62554	0.0311449	0.124	0.5615	0.671227	0.0133103	0.132
33900	0.5565	0.663573	0.0313726	0.135	0.5243	0.611036	0.021657	0.131	0.5446	0.670706	0.0116598	0.132
34000	0.5441	0.659194	0.0304777	0.125	0.5422	0.618178	0.0316459	0.101	0.539	0.670772	0.0119777	0.147
34100	0.5515	0.654575	0.0374187	0.12	0.5133	0.622889	0.0279932	0.157	0.5965	0.670065	0.0115309	0.09
34200	0.5362	0.63537	0.0181308	0.111	0.5537	0.632317	0.0236406	0.113	0.5228	0.670017	0.0135779	0.158
34300	0.5175	0.638007	0.0229387	0.16	0.5526	0.630133	0.0268026	0.09	0.5353	0.670619	0.012703	0.137
34400	0.5397	0.637614	0.025481	0.124	0.5548	0.642616	0.0239816	0.108	0.5805	0.664395	0.0148937	0.091
34500	0.5175	0.640996	0.0303039	0.151	0.5644	0.640454	0.023138	0.093	0.5519	0.661584	0.0167911	0.129
34600	0.5405	0.639056	0.0277671	0.121	0.5443	0.645119	0.0271778	0.118	0.5974	0.666782	0.0128319	0.082
34700	0.5477	0.638281	0.0239694	0.09	0.5145	0.640392	0.0292685	0.155	0.5705	0.658622	0.0226783	0.114
34800	0.5599	0.640006	0.0162458	0.107	0.5445	0.636024	0.0236609	0.12	0.5738	0.667692	0.0222729	0.101
34900	0.5716	0.63942	0.014676	0.111	0.5325	0.637646	0.02906	0.126	0.5601	0.671786	0.0270318	0.127
35000	0.5774	0.639011	0.0178175	0.081	0.5705	0.64092	0.030264	0.093	0.5852	0.683568	0.0199016	0.094
35100	0.551	0.64343	0.0123319	0.118	0.5451	0.66418	0.0468801	0.126	0.5787	0.694397	0.0138803	0.126
35200	0.5399	0.648518	0.014977	0.135	0.5539	0.680256	0.0532279	0.154	0.5442	0.697164	0.0174443	0.167
35300	0.5391	0.649307	0.0201214	0.106	0.5487	0.673524	0.0510967	0.136	0.584	0.702688	0.0209634	0.114
35400	0.5683	0.657093	0.0298784	0.102	0.5521	0.683629	0.0613309	0.138	0.5784	0.706614	0.0159385	0.122
35500	0.5552	0.650171	0.0172029	0.126	0.5496	0.650932	0.0711398	0.107	0.5527	0.708256	0.0136653	0.167
35600	0.538	0.654628	0.0133054	0.126	0.5669	0.659187	0.0605143	0.111	0.5569	0.70761	0.0144732	0.138
35700	0.5443	0.654128	0.0121675	0.125	0.5124	0.658873	0.0493368	0.158	0.5839	0.710431	0.0207122	0.115
35800	0.5319	0.653376	0.0101756	0.134	0.5486	0.643826	0.0545773	0.113	0.5828	0.714696	0.0208506	0.144
35900	0.5878	0.648726	0.0102118	0.078	0.5494	0.641524	0.0594619	0.123	0.5693	0.712236	0.036146	0.145
36000	0.5496	0.646445	0.0116211	0.108	0.5721	0.663533	0.0439523	0.097	0.6129	0.716533	0.0311491	0.111
36100	0.5318	0.642516	0.0145568	0.126	0.5727	0.704458	0.0368192	0.136	0.5923	0.705649	0.0320316	0.128
36200	0.522	0.634124	0.0160565	0.118	0.6007	0.700466	0.034066	0.102	0.5775	0.697985	0.0199928	0.129
36300	0.5468	0.637429	0.0139715	0.115	0.5721	0.705547	0.0332664	0.17	0.5628	0.694309	0.0172082	0.141
36400	0.5523	0.638153	0.0189761	0.112	0.5397	0.703372	0.0479256	0.157	0.5507	0.698005	0.0139511	0.145
36500	0.5409	0.637929	0.0171114	0.112	0.5579	0.704367	0.0497359	0.175	0.5475	0.690319	0.0174367	0.16
36600	0.5441	0.639213	0.0179021	0.109	0.5726	0.699325	0.0464661	0.164	0.554	0.698992	0.0187639	0.145
36700	0.5296	0.636396	0.0138155	0.146	0.5609	0.674907	0.0358589	0.123	0.5982	0.700505	0.0194939	0.101
36800	0.5752	0.634179	0.0151214	0.081	0.5507	0.67532	0.0437511	0.131	0.5949	0.697956	0.0259356	0.118
36900	0.5498	0.631147	0.0154482	0.113	0.558	0.653238	0.0205891	0.117	0.5601	0.695399	0.0269987	0.118
37000	0.5254	0.628847	0.0143646	0.119	0.5531	0.644709	0.0229325	0.126	0.5339	0.685198	0.0232073	0.153
37100	0.5249	0.626864	0.0231268	0.112	0.5544	0.653883	0.0224275	0.136	0.5401	0.688529	0.0261308	0.157
37200	0.5177	0.615937	0.0237725	0.136	0.573	0.658906	0.019933	0.095	0.5227	0.67918	0.0223394	0.155
37300	0.5317	0.622184	0.0330773	0.118	0.5579	0.654849	0.0246695	0.133	0.5476	0.682047	0.0165306	0.155
37400	0.5346	0.620769	0.0358832	0.127	0.5344	0.646439	0.0256292	0.142	0.5974	0.6838	0.0147776	0.103
37500	0.5533	0.634744	0.049032	0.116	0.5683	0.652028	0.0297981	0.091	0.5663	0.685603	0.0194828	0.122
37600	0.5345	0.648074	0.0478635	0.12	0.5417	0.654022	0.037709	0.118	0.5564	0.680698	0.0259552	0.128
37700	0.547	0.636207	0.0449856	0.108	0.5796	0.671354	0.0435859	0.105	0.5351	0.688309	0.0256325	0.179
37800	0.5573	0.633608	0.0432381	0.103	0.5671	0.664763	0.0482584	0.121	0.5834	0.703243	0.0291863	0.134
37900	0.5388	0.634733	0.0461836	0.114	0.5475	0.679421	0.0518264	0.132	0.5689	0.701714	0.0244729	0.151
38000	0.5228	0.627576	0.0536202	0.136	0.5614	0.658529	0.0437736	0.109	0.5713	0.69479	0.0240516	0.114
38100	0.5422	0.665097	0.0443167	0.134	0.5447	0.666283	0.0507312	0.098	0.5692	0.700965	0.0221991	0.125
38200	0.5692	0.673294	0.0431422	0.12	0.5531	0.672652	0.049996	0.124	0.6034	0.69069	0.0194487	0.1
38300	0.5198	0.669091	0.0366348	0.196	0.5443	0.662856	0.0353502	0.131	0.57	0.685544	0.037147	0.114
38400	0.5437	0.650323	0.0449455	0.143	0.5674	0.658779	0.0343621	0.117	0.5615	0.680914	0.0366183	0.116
38500	0.5419	0.666176	0.0361189	0.13	0.5242	0.65601	0.0356626	0.143	0.5485	0.68875	0.0397809	0.145
38600	0.5822	0.679823	0.0228907	0.098	0.5675	0.65152	0.025737	0.105	0.6102	0.692993	0.041368	0.091
38700	0.5714	0.685803	0.0254005	0.122	0.5324	0.649931	0.0270172	0.123	0.5733	0.685936	0.039668	0.126
38800	0.5732	0.69413	0.0187651	0.127	0.5215	0.648849	0.0345557	0.132	0.5714	0.675364	0.037132	0.116
38900	0.5905	0.68442	0.0159477	0.091	0.5391	0.652216	0.035358	0.119	0.5686	0.672038	0.0325667	0.11
39000	0.5495	0.678053	0.0127378	0.143	0.543	0.66335	0.0360951	0.132	0.5583	0.666251	0.0231248	0.13
39100	0.5455	0.685135	0.0138936	0.143	0.5598	0.649434	0.0390307	0.111	0.5425	0.666558	0.0271174	0.133
39200	0.5558	0.686856	0.0185462	0.134	0.5471	0.641806	0.0353677	0.091	0.5841	0.661263	0.0243221	0.072
39300	0.5752	0.681832	0.0201647	0.143	0.5639	0.661392	0.0413418	0.113	0.5572	0.662469	0.0199296	0.111
39400	0.5395	0.679036	0.017288	0.147	0.5571	0.660979	0.034707	0.129	0.5696	0.670782	0.0169525	0.118
39500	0.5436	0.677229	0.0136857	0.147	0.5783	0.688077	0.0232466	0.122	0.5531	0.67627	0.0133982	0.142
39600	0.5879	0.674964	0.0118865	0.1	0.5821	0.681182	0.0249447	0.119	0.5402	0.678577	0.0203534	0.151
39700	0.5668	0.673017	0.0127218	0.122	0.5814	0.671807	0.0360592	0.091	0.5847	0.684515	0.023614	0.116
39800	0.5405	0.670874	0.0160704	0.141	0.5433	0.649825	0.0455762	0.127	0.5605	0.685577	0.0320137	0.154
39900	0.5853	0.679161	0.0132444	0.096	0.5777	0.663317	0.0491166	0.1	0.5912	0.676867	0.0387723	0.094
40000	0.5823	0.671012	0.0153858	0.115	0.5387	0.643756	0.0501635	0.125	0.5489	0.653494	0.0355554	0.12
40100	0.5842	0.673944	0.0223849	0.108	0.538	0.648357	0.0529816	0.117	0.5344	0.650252	0.0161445	0.136
40200	0.561	0.682006	0.0327518	0.12	0.5683	0.649839	0.0623264	0.101	0.5417	0.653175	0.0173666	0.131
40300	0.5353	0.67742	0.0294786	0.172	0.533	0.622371	0.0634499	0.098	0.5524	0.653709	0.0157857	0.1
40400	0.5617	0.666931	0.0264767	0.099	0.5276	0.623954	0.0687946	0.128	0.5396	0.648852	0.0144414	0.126
40500	0.5355	0.651861	0.0194008	0.127	0.5231	0.634213	0.0678108	0.117	0.5642	0.65175	0.0142245	0.121
40600	0.5521	0.656305	0.0348375	0.121	0.5503	0.645419	0.0612022	0.096	0.5261	0.65303	0.0151861	0.135
40700	0.5603	0.661013	0.0393873	0.12	0.5789	0.656284	0.0569444	0.097	0.5735	0.652141	0.0152938	0.092
40800	0.5502	0.657294	0.0311882	0.142	0.5583	0.669492	0.0500437	0.134	0.5505	0.647615	0.0165198	0.13
40900	0.58	0.674745	0.0425013	0.082	0.5435	0.65942	0.0463813	0.13	0.5464	0.651272	0.0128111	0.132
41000	0.5577	0.652069	0.0252833	0.108	0.5728	0.663602	0.0473328	0.109	0.5424	0.652103	0.0126723	0.13
41100	0.5483	0.644945	0.0262719	0.109	0.5251	0.653014	0.0456199	0.148	0.5574	0.654163	0.0177395	0.095
41200	0.5677	0.63758	0.0163338	0.094	0.5583	0.657945	0.0488267	0.113	0.5382	0.655217	0.0173698	0.113
41300	0.556	0.635127	0.0159009	0.12	0.5543	0.654786	0.0518633	0.11	0.5818	0.672917	0.0192284	0.108
41400	0.5297	0.637557	0.0176791	0.11	0.5435	0.634893	0.0389036	0.127	0.5491	0.679251	0.0187716	0.13
41500	0.5336	0.628052	0.0218776	0.127	0.5516	0.652466	0.0470249	0.124	0.5432	0.66795	0.0309154	0.118
41600	0.5737	0.635455	0.0210881	0.063	0.5618	0.67375	0.028564	0.119	0.5377	0.656078	0.0300672	0.121
41700	0.551	0.647482	0.0237666	0.117	0.5615	0.664927	0.0237563	0.127	0.5464	0.656172	0.0267263	0.12
41800	0.543	0.654782	0.0265273	0.121	0.5461	0.664447	0.0185498	0.136	0.5282	0.657336	0.0301968	0.127
41900	0.5783	0.66528	0.0278147	0.098	0.5621	0.664749	0.0155559	0.115	0.5818	0.66057	0.0259179	0.094
42000	0.5977	0.675444	0.0239717	0.082	0.5498	0.659788	0.0136323	0.131	0.5619	0.668042	0.021187	0.116
42100	0.5593	0.689031	0.0268032	0.144	0.5385	0.668202	0.0148184	0.134	0.5634	0.669901	0.0231794	0.122
42200	0.5738	0.68059	0.0302925	0.109	0.567	0.664991	0.0177633	0.101	0.599	0.674238	0.0245078	0.086
42300	0.5713	0.674482	0.0292519	0.109	0.5525	0.669651	0.0208805	0.121	0.5514	0.661362	0.0341146	0.133
42400	0.537	0.68215	0.0317179	0.147	0.5489	0.666165	0.0254086	0.129	0.5553	0.645882	0.0298084	0.088
42500	0.5498	0.691354	0.0299207	0.14	0.5588	0.672898	0.0297108	0.111	0.5439	0.648376	0.0340754	0.14
42600	0.5728	0.689301	0.0312825	0.135	0.5416	0.663371	0.0279225	0.145	0.5688	0.641863	0.0321197	0.082
42700	0.5773	0.670396	0.0296692	0.094	0.5702	0.669662	0.023017	0.118	0.5234	0.647663	0.0317191	0.168
42800	0.5344	0.659344	0.0221731	0.156	0.5292	0.663049	0.0215524	0.131	0.5404	0.644084	0.0351111	0.131
42900	0.5547	0.662853	0.0209763	0.11	0.558	0.670348	0.0222888	0.159	0.5617	0.656458	0.0390636	0.114
43000	0.5476	0.655929	0.0160037	0.133	0.5664	0.674137	0.0291358	0.136	0.5384	0.651808	0.0335057	0.128
43100	0.5492	0.65646	0.0193662	0.124	0.5697	0.656071	0.0338727	0.093	0.5416	0.635051	0.0288417	0.114
43200	0.5723	0.665225	0.0253518	0.114	0.564	0.633108	0.0322403	0.097	0.5214	0.628167	0.0302277	0.134
43300	0.5545	0.675031	0.0195696	0.145	0.5431	0.654723	0.0528725	0.129	0.5608	0.639673	0.0327722	0.098
43400	0.5693	0.676764	0.0257803	0.11	0.5284	0.647772	0.0588901	0.15	0.5301	0.64307	0.0296638	0.125
43500	0.5371	0.683319	0.0272523	0.137	0.5409	0.621208	0.0497448	0.114	0.5226	0.637872	0.0207911	0.138
43600	0.5651	0.685286	0.0300787	0.134	0.5164	0.603107	0.0342065	0.1	0.53	0.634927	0.0240666	0.113
43700	0.5675	0.690701	0.0281017	0.116	0.5208	0.621017	0.0366589	0.113	0.5163	0.622706	0.0229823	0.139
43800	0.5896	0.673364	0.0357614	0.101	0.55	0.614035	0.0301683	0.082	0.5324	0.622068	0.0271481	0.095
43900	0.5516	0.693324	0.0276432	0.163	0.5228	0.618069	0.0414615	0.125	0.5454	0.620193	0.0273947	0.099
