P0	Ps	Pi
0.518825	0.00296757	1
0.51438	0.0052998	0
0.513951	0.00396321	0
0.4899	0.0212052	0
0.537042	0	0
0.512143	0.00396321	1
0.51438	0.0052998	0
0.563938	0.0138806	0
0.516421	0.00307067	0
0.563938	0.0138806	0
0.516421	0.00477872	0
0.517287	0.030183	1
0.4899	0.0212052	0
0.496774	0.0315609	0
0.535172	0.00890955	1
0.497617	0.0269117	0
0.512143	0.00396321	1
0.500601	0.0264829	0
0.516421	0.00307067	0
0.520604	0.0168792	0
0.4899	0.0212052	0
0.516421	0.00307067	1
0.516421	0.00307067	1
0.535172	0.00890955	0
0.546183	0.0107634	1
0.516421	0.00307067	1
0.551687	0.00268044	0
0.499153	0.0212052	0
0.513343	0.0102172	0
0.516421	0.0109648	0
0.51594	0.0140236	0
0.523171	0.0105652	1
0.51438	0.0052998	0
0.523171	0.0105652	1
0.4899	0.0233264	1
0.512143	0.00396321	1
0.580336	0.0104747	0
0.516421	0.00307067	1
0.552298	0.01758	0
0.537042	0	0
0.545615	0.0106487	1
0.516421	0.00307067	1
0.552882	0.00268044	1
0.512035	0	0
0.516421	0.00307067	0
0.513951	0.00396321	0
0.520604	0.0220141	0
0.4899	0.0212052	0
0.516421	0.00307067	1
0.4899	0.0212052	0
0.4899	0.0212052	0
0.516421	0.013136	0
0.513343	0.0132962	1
0.520604	0.0220141	0
0.516421	0.00307067	0
0.512324	0.0105652	1
0.512035	0	0
0.496774	0.0184934	0
0.524009	0.00307067	1
0.4899	0.0212052	0
0.530562	0	0
0.545615	0	1
0.500601	0.0184934	0
0.535172	0.0224546	0
0.515868	0.0372213	0
0.4899	0.0233264	1
0.513148	0.0178762	1
0.516421	0.00477872	0
0.513148	0.0178762	1
0.535172	0.0224546	0
0.51438	0.0052998	0
0.513343	0	1
0.513343	0	0
0.509311	0	0
0.563938	0.0138806	0
0.497617	0.0269117	0
0.516421	0.00199838	1
0.516129	0.00742026	1
0.552298	0.01758	0
0.516421	0	0
0.489972	0.0184934	0
0.530562	0	0
0.496774	0.0184934	0
0.512035	0	0
0.524009	0.00307067	1
0.520604	0.0220141	0
0.513148	0.0178762	1
0.516421	0	0
0.513951	0.00396321	0
0.535172	0.00890955	1
0.516129	0.00742026	1
0.535172	0.00890955	0
0.490531	0	1
0.516421	0.00750426	1
0.512035	0	0
0.516421	0	0
0.499153	0.0212052	0
0.543904	0	0
0.587212	0.0104747	0
0.516421	0.00307067	0
0.512035	0	0
0.515868	0.0125038	0
0.513951	0.00396321	0
0.513951	0.00396321	1
0.496774	0.0315609	1
0.50969	0.0215184	0
0.520604	0.0168792	0
0.51438	0.0052998	1
0.563938	0.0207813	0
0.512035	0	0
0.530456	0.019835	0
0.552882	0.00268044	0
0.501843	0.0269117	0
0.535172	0.00890955	0
0.587212	0.0104747	0
0.512035	0	0
0.521873	0.00307067	0
0.497617	0.0269117	0
0.516421	0.00307067	0
0.513951	0.00396321	0
0.513951	0.00396321	0
0.512035	0	0
0.503513	0.0178762	1
0.537042	0	0
0.516421	0	0
0.516421	0.00307067	0
0.516421	0.0052998	0
0.535172	0.00890955	1
0.4899	0.0212052	0
0.516421	0.00307067	0
0.513148	0.0178762	1
0.4899	0.0212052	0
0.516421	0.00307067	1
0.535172	0.00890955	0
0.543388	0.00890955	1
0.535172	0.00890955	1
0.563938	0.0138806	0
0.51438	0.0052998	0
0.513148	0.0178762	1
0.520604	0.0168792	0
0.535172	0.0224546	1
0.512035	0	0
0.513148	0.0178762	1
0.516421	0.00307067	0
0.543904	0	0
0.516421	0.00307067	1
0.535172	0.00890955	0
0.523171	0.0105652	1
0.513951	0.00396321	0
0.4899	0.0212052	0
0.516421	0.00477872	0
0.513343	0.0132962	1
0.4899	0.0212052	0
0.516421	0	1
0.507267	0.0178762	1
0.509833	0	0
0.516421	0	0
0.516421	0.00307067	0
0.490531	0	1
0.516421	0.00307067	0
0.520604	0.0168792	0
0.530562	0	0
0.51438	0.0052998	0
0.516421	0.0052998	0
0.512035	0	1
0.524009	0.00307067	1
0.523171	0.0105652	1
0.4899	0.0212052	0
0.545615	0.0106487	1
0.563938	0.0138806	0
0.516421	0.00307067	0
0.535172	0.0126479	0
0.495944	0.0233264	1
0.496774	0.0315609	1
0.516421	0.00307067	0
0.51438	0.0052998	0
0.496774	0.0315609	1
0.4899	0.0233264	0
0.535172	0.00184453	0
0.516421	0.00477872	0
0.537042	0	0
0.505653	0.00477872	0
0.537042	0	0
0.537042	0	0
0.535172	0.0224546	1
0.513343	0.0132962	1
0.496774	0.0315609	1
0.516421	0.00307067	0
0.51438	0	0
0.535172	0.0297205	0
0.513951	0.00396321	0
0.516421	0.00307067	0
0.512143	0.00396321	1
0.515868	0.0227729	0
0.552882	0.00268044	0
0.516421	0.00307067	0
0.565867	0.00268044	0
0.512035	0	0
0.516421	0	0
0.552298	0.01758	0
0.518635	0.00307067	0
0.545615	0.0106487	1
0.516421	0.00307067	0
0.552298	0.01758	0
0.516421	0.00307067	1
0.4899	0.0233264	0
0.535984	0.00890955	1
0.513343	0.0132962	1
0.563938	0.0207813	0
0.512035	0	0
0.545615	0.00228749	1
0.516421	0.00307067	0
0.516421	0	1
0.490531	0	0
0.546183	0.0107634	1
0.552882	0.00268044	1
0.535172	0.00890955	1
0.548474	0.00890955	0
0.523171	0.0105652	1
0.516421	0	0
0.516421	0.00307067	1
0.516421	0.00307067	0
0.563938	0.0138806	0
0.523991	0.00307067	0
0.516421	0.00750426	1
0.512035	0	0
0.497617	0.0269117	0
0.563938	0.0138806	0
0.513951	0	0
0.513951	0.00396321	0
0.486008	0.0212052	0
0.497617	0.0237258	0
0.537042	0	0
0.513148	0.0178762	1
0.513343	0	0
0.516421	0.00307067	0
0.512035	0	1
0.580336	0.0104747	0
0.516421	0.00307067	0
0.535172	0.00890955	0
0.537042	0	1
0.513343	0.0132962	1
0.535172	0.00890955	1
0.4899	0.0212052	0
0.545615	0	0
0.513884	0.0105652	1
0.513148	0.0178762	1
0.487647	0.030183	1
0.535172	0.0297205	0
0.490531	0	0
0.512035	0	1
0.512143	0.00396321	1
0.513951	0	0
0.539462	0.0107634	1
0.513951	0.00396321	0
0.535172	0.00890955	1
0.51438	0.0052998	0
0.512035	0	0
0.535172	0.00890955	1
0.513148	0.0178762	1
0.516421	0.00307067	0
0.509311	0	0
0.520604	0.0168792	0
0.516421	0.00477872	0
0.516421	0.00307067	1
0.4899	0.0212052	0
0.516421	0.0052998	0
0.516421	0.00307067	0
0.516421	0	0
0.516421	0.00307067	1
0.513148	0.0178762	1
0.514509	0	0
0.518825	0.00296757	0
0.516421	0.0052998	0
0.537042	0	0
0.512035	0	0
0.535172	0.00890955	0
0.4899	0.0233264	1
0.516421	0.00307067	0
0.4899	0.0212052	0
0.512035	0	0
0.516421	0.00307067	0
0.512035	0	0
0.516421	0.00307067	0
0.516421	0.00307067	0
0.490531	0	0
0.524009	0.00307067	1
0.51438	0.0052998	0
0.545615	0.0106487	1
0.504587	0	0
0.516421	0.00477872	0
0.513148	0.0178762	1
0.535172	0.00890955	1
0.516421	0.00307067	0
0.513343	0.014604	1
0.496774	0.0315609	1
0.512035	0	0
0.516421	0.00477872	0
0.520604	0.0168792	0
0.487647	0.030183	0
0.516421	0	0
0.535172	0.00890955	0
0.497617	0.0269117	0
0.523171	0.0105652	1
0.512143	0.00396321	1
0.520604	0.0220141	1
0.507267	0.0178762	1
0.4899	0.0212052	0
0.523171	0.0105652	1
0.524009	0.00307067	1
0.516421	0.0052998	0
0.546183	0.0107634	1
0.516421	0.00307067	1
0.520604	0.0168792	0
0.513951	0.00396321	0
0.552298	0.01758	0
0.496774	0.0315609	0
0.516421	0.00307067	0
0.4899	0.0212052	0
0.516421	0.00307067	0
0.516421	0.00307067	0
0.528844	0.00396321	0
0.516421	0	0
0.496774	0.0184934	0
0.516421	0.00307067	1
0.516421	0.00307067	1
0.4899	0.0212052	0
0.513343	0.0132962	1
0.505653	0.00477872	0
0.514509	0	0
0.51438	0.0052998	0
0.486008	0.0212052	0
0.535172	0.00890955	1
0.516421	0.00307067	0
0.515868	0.0372213	1
0.516129	0.00742026	1
0.552882	0.00268044	1
0.487647	0.030183	0
0.523171	0.0105652	1
0.499153	0.0212052	0
0.504587	0	0
0.552882	0.00268044	0
0.535172	0.00890955	0
0.4899	0.0212052	0
0.552882	0.00268044	0
0.4899	0.0233264	1
0.545615	0	1
0.496774	0.0184934	0
0.535172	0.00890955	1
0.516421	0.00307067	0
0.563938	0.0207813	1
0.516421	0	0
0.524009	0.00307067	1
0.535172	0.00890955	1
0.516421	0	0
0.516421	0.0052998	0
0.516421	0	0
0.515868	0.0372213	0
0.513148	0.0178762	1
0.537042	0	0
0.563938	0.0138806	0
0.516421	0.00307067	0
0.512035	0	1
0.516421	0	0
0.563938	0.0138806	0
0.516421	0.00307067	0
0.535172	0.00890955	0
0.516129	0.00196521	1
0.496774	0.0315609	1
0.545615	0.00228749	1
0.516421	0.00477872	0
0.515868	0.0372213	0
0.516421	0.0052998	0
0.496774	0.0315609	1
0.516421	0.00307067	0
0.535172	0.00890955	0
0.521947	0.0125038	0
0.513148	0.0178762	1
0.513951	0.00396321	0
0.516129	0.00742026	1
0.523171	0.0105652	1
0.535172	0.00620277	0
0.516421	0.00307067	1
0.535172	0.00890955	0
0.516421	0.00307067	0
0.543904	0	0
0.579336	0.0104747	0
0.516421	0.00307067	0
0.512035	0	1
0.516421	0	0
0.517287	0.030183	1
0.512143	0.00396321	1
0.545615	0	1
0.516421	0	0
0.523171	0.0105652	1
0.51438	0.0060735	0
0.563938	0.0138806	0
0.512035	0	0
0.579336	0.0234399	0
0.516421	0	0
0.513148	0.0178762	1
0.516421	0.00307067	1
0.4899	0.0212052	0
0.4899	0.0212052	0
0.572828	0.0104747	0
0.513343	0	0
0.543388	0.00890955	1
0.563938	0.0138806	0
0.4899	0.0233264	1
0.535172	0.0224546	0
0.563938	0.0207813	0
0.496774	0.0315609	1
0.535172	0.00890955	1
0.516421	0.00307067	0
0.513951	0	0
0.509311	0	0
0.516421	0	0
0.512035	0	0
0.563938	0.0138806	0
0.520604	0.0220141	0
0.513951	0.00396321	0
0.535172	0.00890955	1
0.483367	0.0233264	1
0.535172	0.00890955	1
0.512035	0	1
0.587212	0.0104747	0
0.516421	0.00307067	1
0.516421	0.00307067	0
0.496774	0.0184934	0
0.513951	0.00396321	0
0.516421	0.00477872	0
0.505653	0.00477872	0
0.548474	0.00890955	0
0.516421	0	0
0.490531	0	0
0.570428	0.0291398	0
0.535172	0.0224546	0
0.535172	0.00890955	1
0.516421	0.00307067	0
0.572828	0.0104747	0
0.4899	0.0212052	0
0.563938	0.0138806	0
0.496774	0.0184934	0
0.512143	0.00396321	1
0.512035	0	0
0.516421	0.00307067	0
0.516421	0	0
0.516421	0.00307067	1
0.523171	0.0105652	1
0.554932	0.01758	0
0.512143	0.00396321	1
0.513061	0	0
0.516421	0.00307067	0
0.512035	0	0
0.516421	0	0
0.516421	0.0052998	0
0.552882	0	1
0.515868	0.0125038	0
0.51438	0.0052998	0
0.530456	0.019835	0
0.523171	0.0105652	1
0.516421	0.00750426	1
0.516421	0	0
0.51438	0	0
0.516421	0.00307067	0
0.516421	0	0
0.516421	0.00477872	0
0.516421	0.00307067	1
0.520604	0.0168792	0
0.516421	0.00307067	1
0.516421	0	0
0.545615	0.0106487	1
0.545615	0	1
0.51438	0	0
0.512035	0	0
0.512035	0	0
0.516421	0	0
0.532986	0	0
0.4899	0.0233264	1
0.513148	0.0178762	1
0.496774	0.0184934	0
0.552882	0.00268044	0
0.516421	0.00750426	1
0.516421	0.00477872	0
0.516421	0.00307067	0
0.496774	0.0184934	0
0.563938	0	0
0.497617	0.0269117	0
0.516421	0	0
0.563938	0.0207813	0
0.535172	0.0224546	0
0.513343	0	0
0.507267	0.0178762	1
0.563938	0.0138806	0
0.51438	0.0052998	0
0.51438	0.0060735	0
0.513343	0	1
0.579336	0.0104747	0
0.516421	0.00307067	1
0.513951	0	0
0.517287	0.030183	1
0.51438	0.0052998	0
0.516421	0.00307067	0
0.520604	0.0220141	0
0.486008	0.0212052	0
0.545615	0	1
0.490531	0	0
0.512035	0	0
0.516421	0.00307067	1
0.516421	0.0052998	0
0.514509	0	0
0.512143	0.00396321	1
0.554932	0.01758	0
0.516421	0	0
0.496774	0.0315609	0
0.512035	0	0
0.563938	0.0207813	0
0.497617	0.0269117	0
0.515868	0.0372213	0
0.516421	0.0052998	0
0.496774	0.0315609	1
0.516421	0	0
0.545615	0	1
0.530456	0.019835	0
0.535172	0.0224546	0
0.537042	0	1
0.496774	0.0315609	1
0.545615	0	1
0.513343	0.0132962	1
0.535984	0.00890955	1
0.51438	0.0052998	0
0.513951	0.00396321	0
0.512035	0	0
0.512035	0	1
0.516421	0.00307067	0
0.504587	0	0
0.535172	0.00890955	0
0.512035	0	0
0.516421	0.00477872	0
0.545615	0	1
0.516421	0.00307067	1
0.497617	0.0269117	0
0.554932	0.01758	0
0.521341	0	0
0.512143	0.00396321	1
0.521873	0.00307067	0
0.535172	0.00890955	1
0.516421	0.00307067	1
0.516421	0.00477872	0
0.496774	0.0315609	1
0.516129	0.00196521	1
0.501843	0.0269117	0
0.507267	0.0178762	1
0.535172	0.00890955	1
0.530562	0	0
0.545615	0	1
0.535172	0.00890955	0
0.537042	0	0
0.4899	0.0212052	0
0.537042	0	0
0.516421	0.00307067	0
0.516421	0	0
0.537042	0	0
0.537042	0	0
0.516421	0.00307067	0
0.516421	0.00307067	1
0.535172	0.00184453	0
0.515868	0.0372213	0
0.496774	0.0184934	0
0.516421	0.00307067	1
0.523171	0.0105652	1
0.539462	0.0107634	1
0.51438	0	0
0.513951	0	0
0.496774	0.0184934	0
0.51438	0.0052998	0
0.516421	0	0
0.497617	0.0269117	0
0.516129	0.00742026	1
0.546183	0.0107634	1
0.535172	0.00890955	0
0.51438	0.0060735	0
0.51438	0.0052998	0
0.490531	0	1
0.516421	0.00307067	0
0.513343	0	1
0.552298	0.01758	0
0.587212	0.0104747	0
0.501843	0.0269117	0
0.516421	0.00307067	1
0.537042	0	0
0.516421	0.0052998	0
0.516421	0.00477872	0
0.512143	0.00396321	1
0.516129	0.00742026	1
0.516421	0.00477872	0
0.512035	0	0
0.51438	0.0052998	0
0.496774	0.0315609	0
0.546183	0.0107634	1
0.51438	0	0
0.516421	0.013136	0
0.512035	0	1
0.516421	0.00307067	1
0.535172	0.0224546	0
0.516421	0.00307067	0
0.535172	0.00890955	0
0.51438	0.0052998	0
0.516421	0	0
0.497617	0.0269117	0
0.516421	0.00307067	0
0.532986	0	0
0.516421	0.013136	0
0.513148	0.0178762	1
0.496774	0.0315609	1
0.513951	0	0
0.546183	0.0107634	1
0.516421	0.00635909	1
0.516421	0.013136	0
0.507267	0.0178762	1
0.516421	0.0052998	0
0.516421	0.00512468	0
0.515868	0.0372213	0
0.519103	0.00890955	1
0.570428	0.0291398	0
0.4899	0.0233264	1
0.490531	0	0
0.512035	0	0
0.552882	0.00268044	0
0.537042	0	0
0.516421	0	1
0.535172	0.00890955	0
0.543904	0	0
0.535984	0.00890955	1
0.51438	0.0052998	0
0.523171	0.0105652	1
0.535172	0.0224546	0
0.496774	0.0315609	0
0.524009	0.00307067	1
0.535172	0.0126479	0
0.549871	0.0224546	0
0.512143	0.00396321	1
0.535172	0.0224546	0
0.497617	0.0269117	0
0.516421	0	0
0.497617	0.0269117	0
0.513951	0	0
0.50969	0.0215184	0
0.4899	0.0212052	0
0.513148	0.0178762	1
0.497617	0.0269117	0
0.563938	0.0138806	0
0.516421	0.00307067	1
0.546183	0.0107634	1
0.546183	0.0107634	1
0.513951	0.00050649	1
0.516421	0.00307067	0
0.524009	0.00307067	1
0.545615	0.00228749	1
0.524009	0.00307067	1
0.501843	0.0269117	0
0.513951	0.00396321	0
0.563938	0.0207813	0
0.563938	0.0207813	0
0.516421	0	0
0.51438	0.0052998	0
0.497617	0.0269117	0
0.516421	0	0
0.516421	0.00307067	0
0.530562	0	0
0.4899	0.0233264	1
0.51438	0.0052998	0
0.51594	0.0140236	0
0.516421	0	0
0.516421	0.00307067	0
0.516129	0.00742026	1
0.497617	0.0237258	0
0.497617	0.0269117	0
0.507267	0.0178762	1
0.563938	0.0207813	0
0.518825	0.00296757	1
0.4899	0.0233264	1
0.563938	0.0138806	0
0.505597	0.0052998	0
0.523171	0.0105652	1
0.523171	0.0105652	1
0.499153	0.0212052	0
0.497617	0.0269117	0
0.537042	0	0
0.523171	0.0105652	1
0.516421	0.00307067	0
0.4899	0.0233264	1
0.523171	0.0105652	1
0.4899	0.0245245	0
0.499153	0.0212052	0
0.546183	0.0107634	1
0.512143	0.00396321	1
0.516732	0.0052998	0
0.563938	0.0207813	0
0.496774	0.0315609	1
0.490531	0	1
0.507267	0.0178762	1
0.4899	0.0233264	1
0.516421	0.00307067	1
0.516421	0.0052998	0
0.516421	0.00307067	1
0.535172	0.00890955	0
0.4899	0.0212052	0
0.535172	0.00620277	0
0.51438	0.0052998	0
0.51438	0	0
0.4899	0.0212052	0
0.535172	0.00890955	0
0.512035	0	0
0.512143	0.00396321	1
0.535172	0.00890955	0
0.516421	0.00307067	1
0.51438	0.0052998	0
0.532405	0	0
0.516421	0.00390877	0
0.495944	0.0233264	1
0.516421	0.00307067	1
0.496774	0.0184934	0
0.516421	0	0
0.530456	0.019835	0
0.513951	0.00396321	1
0.539462	0.0107634	1
0.516421	0.0052998	0
0.535172	0.00890955	1
0.551687	0.00268044	0
0.535172	0.00890955	0
0.543904	0.0181965	0
0.504587	0	0
0.516129	0.00742026	1
0.563938	0.0138806	0
0.516421	0.00307067	1
0.520604	0.0168792	0
0.512035	0	0
0.535172	0.00890955	1
0.535172	0.00890955	0
0.535172	0.00890955	0
0.552882	0.00268044	1
0.545615	0	0
0.513951	0.00396321	0
0.516421	0.00307067	1
0.512035	0	0
0.513148	0.0178762	1
0.516421	0.0052998	0
0.516421	0	0
0.50118	0	0
0.563938	0.0207813	1
0.516421	0	0
0.516421	0	0
0.516421	0.00307067	0
0.579336	0.0104747	0
0.512035	0	1
0.516421	0	0
0.523171	0.0105652	1
0.524009	0.00307067	1
0.520604	0.0163274	0
0.535172	0.00890955	0
0.516421	0.00307067	0
0.51438	0.0052998	0
0.4899	0.0212052	0
0.4899	0.0212052	0
0.513343	0	0
0.579336	0.0104747	0
0.487647	0.030183	1
0.496774	0.0184934	0
0.51438	0.0052998	1
0.516421	0.00307067	0
0.496774	0.0315609	1
0.517287	0.030183	1
0.512035	0	0
0.51438	0	0
0.507267	0.0178762	1
0.512035	0	0
0.523171	0.0105652	1
0.523171	0.0105652	1
0.516421	0.00307067	0
0.516421	0	0
0.515868	0.0125038	0
0.516421	0.00307067	0
0.516421	0.00307067	1
0.520604	0.0220141	0
0.516421	0.0052998	0
0.516421	0.00477872	0
0.4899	0.0212052	0
0.50969	0.0215184	0
0.537042	0	0
0.516421	0.0052998	0
0.516421	0.00307067	0
0.505609	0.02023	0
0.580336	0.0104747	0
0.516421	0.0052998	1
0.516421	0.00307067	1
0.490531	0	1
0.4899	0.0318675	0
0.516421	0.00307067	0
0.497617	0.0237258	0
0.516421	0.00307067	1
0.516421	0	0
0.505597	0.0052998	0
0.516421	0	0
0.496774	0.0184934	0
0.516421	0.00307067	0
0.563938	0.0207813	0
0.497617	0.0269117	0
0.515868	0.0227729	0
0.516421	0	0
0.523171	0.0105652	1
0.51438	0	1
0.516421	0.00307067	0
0.516421	0	0
0.579336	0.0104747	0
0.516421	0	0
0.4899	0.0212052	0
0.516421	0.00307067	1
0.496774	0.0315609	1
0.516421	0.00307067	1
0.513148	0.0178762	1
0.51438	0.0052998	0
0.537042	0	0
0.545615	0	1
0.579336	0.0104747	0
0.516421	0.00307067	0
0.516421	0.00477872	0
0.516421	0.00307067	1
0.516421	0.00307067	1
0.552882	0.00268044	0
0.516421	0.0052998	0
0.516421	0	0
0.496774	0.0315609	1
0.554932	0.01758	0
0.516421	0.00477872	0
0.516421	0.00477872	0
0.554932	0.01758	0
0.516421	0	0
0.554932	0.01758	0
0.548474	0.00890955	0
0.516421	0	0
0.513343	0.014604	1
0.513884	0.0105652	1
0.535172	0.00890955	1
0.537042	0	0
0.51438	0.0052998	0
0.516421	0.00307067	1
0.516421	0	0
0.537042	0	0
0.546183	0.0107634	1
0.516421	0.00635909	1
0.516421	0	0
0.512035	0	0
0.512035	0	0
0.546183	0.0107634	1
0.497617	0.0269117	0
0.524478	0	0
0.528267	0	0
0.545615	0.00228749	1
0.552882	0.00268044	0
0.523171	0.0105652	1
0.496774	0.0184934	0
0.507557	0	0
0.516421	0	0
0.535172	0.00890955	1
0.535172	0.00890955	0
0.516421	0.00307067	0
0.516129	0.00196521	1
0.513148	0.0178762	1
0.535172	0.00890955	0
0.524009	0.00307067	1
0.516129	0.00196521	1
0.52503	0	0
0.545615	0	1
0.515868	0.0372213	0
0.497617	0.0269117	1
0.496774	0.0184934	0
0.551687	0.00268044	0
0.554932	0.01758	0
0.515868	0.0125038	0
0.512035	0	0
0.51438	0.0052998	1
0.537042	0	1
0.516421	0.00307067	0
0.496774	0.0184934	0
