Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal
1060	0.6232	0.0960317	0.943569	0.943304	0.0295506	0.375	0.901128	0.658914	0.6438	0.994787	0.0384196	0.0419161	0.021583	0.636	0.00449643	0.026947	0.6444	0.416923	0.724324	0.725029	0.010987	0.257	0.576629	0.203269
1070	0.6317	0.0967123	0.939213	0.94037	0.0284088	0.35	0.8974	0.587395	0.6651	0.995865	0.0426513	0.0410066	0.0222124	0.66	0.00448011	0.025971	0.624	0.416613	0.718486	0.725977	0.0118359	0.325	0.579186	0.18986
1080	0.62	0.10599	0.940422	0.941109	0.0266614	0.398	0.893329	0.497503	0.6488	0.995755	0.0425824	0.0419065	0.022076	0.644	0.00433872	0.0324852	0.6278	0.419231	0.722384	0.725127	0.0125199	0.336	0.578132	0.141552
1090	0.6615	0.115089	0.940483	0.942908	0.0262946	0.341	0.891727	0.47732	0.6944	0.996793	0.033758	0.0356807	0.0222081	0.646	0.00452946	0.0301218	0.6047	0.416537	0.723491	0.724448	0.0095484	0.376	0.577262	0.134837
1100	0.6633	0.0984709	0.937741	0.936743	0.0275408	0.341	0.890879	0.440473	0.6996	0.995369	0.0381877	0.0377574	0.0214773	0.668	0.00466943	0.0334581	0.628	0.412195	0.733333	0.72739	0.0101318	0.331	0.575955	0.146628
1110	0.6434	0.117213	0.947161	0.938761	0.0269785	0.346	0.888815	0.411243	0.6495	0.993769	0.0321229	0.0309003	0.0177595	0.651	0.00496486	0.034755	0.6215	0.403438	0.724118	0.730283	0.0141411	0.325	0.573975	0.139834
1120	0.6421	0.111173	0.938162	0.935836	0.0280372	0.318	0.888071	0.434293	0.6494	0.994099	0.0258427	0.0286413	0.0173656	0.63	0.00600838	0.0388642	0.6309	0.428125	0.726324	0.728942	0.0135693	0.308	0.57426	0.215224
1130	0.6353	0.118868	0.939905	0.938871	0.0282817	0.354	0.887959	0.459677	0.6613	0.99419	0.0320809	0.0314098	0.0175639	0.68	0.0050027	0.0384455	0.6355	0.417208	0.732659	0.72873	0.0146892	0.328	0.576729	0.166312
1140	0.6351	0.119022	0.935601	0.936735	0.0262563	0.381	0.883347	0.337402	0.65	0.995645	0.027451	0.0356709	0.0203822	0.641	0.00487636	0.0381612	0.6225	0.42	0.72916	0.726304	0.0140217	0.308	0.576774	0.197331
1150	0.6974	0.105479	0.941525	0.939578	0.026285	0.278	0.88327	0.396489	0.6509	0.997802	0.0421488	0.0402668	0.0218106	0.637	0.00365764	0.0319525	0.6546	0.43004	0.730656	0.726377	0.0132729	0.25	0.576028	0.230709
1160	0.6854	0.115182	0.933286	0.933424	0.0242692	0.325	0.882629	0.300297	0.6468	0.996372	0.0412568	0.042644	0.0220046	0.645	0.0040548	0.0389166	0.6548	0.428821	0.72192	0.727128	0.0133761	0.246	0.576904	0.298266
1170	0.6574	0.124927	0.932929	0.934328	0.0239857	0.336	0.88417	0.341676	0.6856	0.995994	0.043865	0.0441042	0.0216492	0.657	0.0039931	0.0349119	0.6334	0.436275	0.720317	0.725275	0.0135606	0.299	0.57804	0.311384
1180	0.6586	0.108631	0.936898	0.932417	0.0225527	0.318	0.886835	0.371005	0.6541	0.995483	0.0418994	0.0461049	0.0226867	0.613	0.00454985	0.0440344	0.6213	0.426023	0.722796	0.724687	0.0153857	0.345	0.578429	0.34635
1190	0.6536	0.112536	0.936073	0.937326	0.0227943	0.336	0.886007	0.370183	0.651	0.995149	0.0418283	0.0468186	0.0228816	0.673	0.00530839	0.0493528	0.6121	0.416575	0.723041	0.727484	0.0138669	0.336	0.577433	0.358713
1200	0.6474	0.119263	0.935549	0.935632	0.021639	0.347	0.884043	0.348984	0.6257	0.99509	0.0455013	0.048317	0.0225442	0.641	0.00459323	0.0335278	0.6359	0.428179	0.721157	0.727522	0.0126749	0.288	0.576168	0.323922
1210	0.6765	0.118354	0.934357	0.934525	0.0213265	0.293	0.882733	0.261617	0.6602	0.995672	0.0453258	0.0482037	0.0217075	0.636	0.005006	0.0376869	0.6373	0.426006	0.738109	0.72926	0.0145541	0.297	0.577103	0.292151
1220	0.6573	0.112275	0.930631	0.930267	0.0224427	0.317	0.881469	0.24651	0.6762	0.996241	0.0408955	0.0412503	0.0248565	0.647	0.00565655	0.0350743	0.6338	0.4279	0.73025	0.728814	0.0125775	0.317	0.577076	0.293385
1230	0.668	0.120245	0.932938	0.936397	0.0226457	0.312	0.879944	0.186445	0.613	0.996482	0.0449132	0.041917	0.0224908	0.612	0.00386473	0.0208389	0.6292	0.451524	0.729577	0.727119	0.0133825	0.379	0.575049	0.313378
1240	0.6543	0.117101	0.937252	0.937762	0.0245411	0.337	0.880479	0.250176	0.681	0.99538	0.0398176	0.0411045	0.0224026	0.651	0.00441835	0.0257077	0.6115	0.417355	0.722135	0.728395	0.0146139	0.371	0.571875	0.280187
1250	0.6724	0.122601	0.934712	0.935552	0.0236259	0.32	0.879362	0.212312	0.6323	0.994695	0.0359788	0.0415132	0.0207615	0.641	0.00413305	0.0320669	0.6332	0.42013	0.728035	0.729447	0.0177079	0.327	0.572517	0.370716
1260	0.649	0.123699	0.926911	0.935964	0.0252706	0.364	0.879463	0.193908	0.6647	0.994931	0.0487106	0.0452995	0.0187873	0.681	0.00378939	0.020423	0.6554	0.437097	0.727394	0.730462	0.0167625	0.262	0.570117	0.287306
1270	0.6451	0.127978	0.937246	0.935077	0.0265398	0.362	0.881025	0.239408	0.6692	0.995122	0.0476744	0.0510894	0.0199841	0.653	0.00342914	0.0182614	0.6418	0.424919	0.738784	0.728673	0.0160475	0.319	0.571133	0.247199
1280	0.6408	0.116992	0.934165	0.934529	0.0251557	0.378	0.879933	0.243144	0.6408	0.995673	0.0518617	0.0569247	0.0186255	0.621	0.00357637	0.0234823	0.6132	0.4219	0.729952	0.731856	0.0183186	0.387	0.569725	0.269598
1290	0.6701	0.114985	0.939822	0.935492	0.0226672	0.322	0.881103	0.288795	0.6581	0.99532	0.0559889	0.0618629	0.017437	0.634	0.00356687	0.0276509	0.5909	0.425721	0.726594	0.731402	0.0171044	0.435	0.571823	0.250867
1300	0.68	0.121154	0.93343	0.936696	0.0236861	0.31	0.878974	0.25614	0.6362	0.994643	0.0611979	0.0572806	0.0198108	0.611	0.00424894	0.0420447	0.6221	0.420402	0.729755	0.732162	0.0172985	0.347	0.572808	0.249033
1310	0.7002	0.11134	0.94189	0.939623	0.0224491	0.311	0.879539	0.342341	0.6787	0.994286	0.0522388	0.0611538	0.019812	0.673	0.00498913	0.0674033	0.6338	0.435045	0.732138	0.729478	0.0176716	0.344	0.570359	0.292673
1320	0.6481	0.124242	0.946625	0.944497	0.0211658	0.356	0.874279	0.209369	0.6502	0.993386	0.0531507	0.0600198	0.0208284	0.635	0.00667525	0.102133	0.6278	0.422884	0.723789	0.727107	0.0192091	0.349	0.571456	0.277057
1330	0.627	0.128718	0.945574	0.946436	0.0220798	0.351	0.874737	0.269026	0.6206	0.991528	0.0595477	0.0599505	0.020346	0.603	0.00686561	0.12179	0.6399	0.424306	0.727107	0.728733	0.0197759	0.284	0.570276	0.309526
1340	0.6468	0.118681	0.949057	0.948648	0.0242028	0.391	0.873809	0.263612	0.6582	0.9919	0.0597765	0.0596192	0.0203494	0.625	0.00782569	0.17127	0.6547	0.444526	0.734022	0.729074	0.0240015	0.263	0.571061	0.348261
1350	0.6858	0.131132	0.944428	0.944279	0.0261295	0.325	0.873122	0.253235	0.6313	0.992195	0.0548052	0.0575047	0.0210679	0.599	0.00730696	0.161315	0.6335	0.427687	0.724675	0.728788	0.0215566	0.281	0.5725	0.342665
1360	0.6698	0.122156	0.944444	0.945747	0.0232483	0.34	0.873674	0.260172	0.6459	0.994108	0.0580645	0.056417	0.0239123	0.626	0.00689357	0.143679	0.6452	0.452158	0.719529	0.726391	0.019953	0.258	0.571685	0.386687
1370	0.6145	0.120698	0.945075	0.946264	0.0259803	0.391	0.874806	0.255646	0.666	0.995385	0.0542857	0.058455	0.0223352	0.655	0.00678714	0.169174	0.6323	0.429825	0.737538	0.730892	0.0215552	0.367	0.568999	0.440962
1380	0.6196	0.13358	0.95042	0.947146	0.02592	0.381	0.872773	0.240474	0.6808	0.992492	0.0592814	0.0570198	0.0221691	0.633	0.00641528	0.139846	0.6299	0.423028	0.725915	0.724891	0.0203982	0.317	0.569685	0.395047
1390	0.6528	0.123691	0.954317	0.951195	0.0227551	0.354	0.871609	0.202266	0.6838	0.993881	0.0542424	0.0566218	0.0224527	0.683	0.00592616	0.101072	0.6314	0.440299	0.727669	0.72387	0.0221152	0.343	0.572582	0.411885
1400	0.6834	0.127301	0.952374	0.951553	0.0229567	0.339	0.867793	0.171047	0.6572	0.989799	0.0475921	0.0527046	0.0241634	0.644	0.00885088	0.157876	0.6125	0.427273	0.718053	0.721329	0.024896	0.377	0.571491	0.379253
1410	0.6324	0.13385	0.947145	0.946605	0.0267838	0.391	0.868169	0.165899	0.6691	0.988872	0.0593023	0.0586563	0.0212588	0.649	0.0105586	0.17283	0.6038	0.418582	0.73198	0.727407	0.0260496	0.406	0.572253	0.396564
1420	0.6637	0.134195	0.946319	0.945157	0.0267779	0.36	0.867013	0.167021	0.6452	0.990938	0.0590296	0.0560243	0.0203516	0.652	0.0105574	0.177125	0.5984	0.429688	0.735326	0.729499	0.0266043	0.472	0.573346	0.418214
1430	0.6193	0.12962	0.939008	0.938673	0.0272116	0.394	0.865913	0.196705	0.6776	0.988191	0.0498489	0.0544855	0.0205755	0.672	0.00926926	0.147794	0.609	0.416273	0.727625	0.729994	0.0251395	0.36	0.567633	0.407861
1440	0.6369	0.138462	0.938523	0.94268	0.0259699	0.382	0.865083	0.15778	0.6235	0.986557	0.055641	0.0555596	0.0214681	0.62	0.0113329	0.185848	0.6318	0.423894	0.738427	0.732096	0.025349	0.339	0.564757	0.407134
1450	0.6677	0.129341	0.937688	0.943236	0.0257117	0.327	0.865318	0.141438	0.6429	0.987816	0.0505435	0.0522244	0.0195597	0.651	0.0118611	0.173514	0.6163	0.447132	0.729549	0.732722	0.0233955	0.416	0.563476	0.518445
1460	0.6488	0.144474	0.946264	0.944402	0.0237548	0.366	0.863413	0.165659	0.6271	0.988961	0.0466146	0.0496261	0.0205139	0.632	0.0114748	0.163511	0.6094	0.455455	0.730357	0.734146	0.02559	0.414	0.560061	0.542494
1470	0.643	0.135561	0.946166	0.942731	0.0233278	0.377	0.86414	0.179072	0.6146	0.98386	0.058396	0.0524115	0.025799	0.644	0.0139588	0.186994	0.6104	0.444344	0.741935	0.733311	0.0227345	0.412	0.55671	0.562617
1480	0.6686	0.138507	0.935639	0.941694	0.025157	0.321	0.864666	0.145066	0.6788	0.989552	0.0478788	0.0524412	0.027228	0.66	0.0134547	0.195216	0.635	0.459249	0.727982	0.731031	0.021366	0.356	0.554473	0.505107
1490	0.6656	0.127859	0.943854	0.942175	0.0258456	0.349	0.866834	0.153394	0.6494	0.98652	0.0552486	0.0568498	0.0236081	0.666	0.0124692	0.162	0.614	0.444221	0.726246	0.734358	0.0204062	0.395	0.550067	0.306906
1500	0.6599	0.13207	0.935464	0.939666	0.0270404	0.345	0.86938	0.152034	0.6377	0.989744	0.0534574	0.0569253	0.0209589	0.63	0.00989345	0.130358	0.6229	0.430484	0.726965	0.735629	0.020095	0.318	0.54634	0.234914
1510	0.6558	0.143258	0.93913	0.941753	0.0264041	0.369	0.868541	0.154449	0.6438	0.991083	0.0575269	0.0574647	0.0177889	0.627	0.00990745	0.149987	0.6536	0.461258	0.736819	0.737782	0.021008	0.344	0.547462	0.276347
1520	0.6678	0.135088	0.944681	0.944559	0.0240124	0.356	0.865391	0.179549	0.7029	0.988167	0.0589577	0.0627625	0.0179298	0.699	0.00920739	0.151721	0.6547	0.457468	0.742486	0.739784	0.0199883	0.276	0.545539	0.218978
1530	0.656	0.134561	0.940495	0.943438	0.0273647	0.332	0.866152	0.182313	0.6704	0.990061	0.066185	0.0631992	0.0170494	0.632	0.00934156	0.13674	0.6661	0.45	0.732115	0.740564	0.0184484	0.252	0.541974	0.155232
1540	0.6989	0.136093	0.942407	0.942844	0.0307134	0.334	0.865964	0.18099	0.6183	0.99129	0.0657568	0.0595394	0.0167086	0.593	0.0061621	0.0780554	0.6629	0.448754	0.746592	0.742667	0.0167589	0.287	0.541229	0.143041
1550	0.6618	0.136311	0.941041	0.937286	0.0323466	0.372	0.862686	0.280859	0.6307	0.99509	0.0583548	0.0612649	0.0184885	0.613	0.00660402	0.0943622	0.6608	0.442014	0.749298	0.744189	0.0149226	0.3	0.542164	0.195247
1560	0.6368	0.140625	0.946104	0.945482	0.029814	0.39	0.861843	0.334627	0.65	0.992722	0.061413	0.0605432	0.0197194	0.635	0.00673324	0.08263	0.6501	0.457402	0.745441	0.742398	0.0168034	0.336	0.543297	0.205874
1570	0.6582	0.128329	0.947295	0.946493	0.0267352	0.357	0.862106	0.348823	0.632	0.996417	0.0523316	0.0541734	0.0197163	0.619	0.00627752	0.0678656	0.6492	0.468323	0.735103	0.741598	0.0188648	0.316	0.543605	0.229661
1580	0.6623	0.146023	0.942747	0.945825	0.0272297	0.382	0.860014	0.360241	0.6273	0.99329	0.0524422	0.0502357	0.0216041	0.584	0.00517316	0.0429231	0.6472	0.456748	0.739318	0.745619	0.0193848	0.318	0.542516	0.255002
1590	0.5966	0.133882	0.938609	0.938519	0.030365	0.417	0.862474	0.356376	0.6406	0.99552	0.0490667	0.0519678	0.0224934	0.645	0.00552967	0.0651051	0.6494	0.471307	0.746142	0.748561	0.0194525	0.351	0.538293	0.249598
1600	0.6285	0.147103	0.945439	0.944518	0.028193	0.39	0.859895	0.391898	0.6819	0.995789	0.058806	0.0558112	0.0253885	0.648	0.00528462	0.0624273	0.6394	0.462469	0.759832	0.751974	0.0165463	0.405	0.536548	0.206227
1610	0.6601	0.141076	0.943277	0.946598	0.0267341	0.347	0.856766	0.362277	0.6372	0.993569	0.0507937	0.0520207	0.0242237	0.623	0.005582	0.0650484	0.6556	0.468182	0.757407	0.752135	0.0175292	0.359	0.53434	0.223459
1620	0.6471	0.136339	0.941956	0.945155	0.0280322	0.368	0.858191	0.324546	0.6778	0.994135	0.0498507	0.0438414	0.0187205	0.669	0.00421553	0.0433747	0.6441	0.456863	0.748056	0.75253	0.01781	0.353	0.533987	0.274616
1630	0.6466	0.144	0.94816	0.951488	0.0257622	0.361	0.857665	0.353401	0.6391	0.99664	0.0432	0.0415803	0.0111699	0.637	0.00396167	0.0395959	0.626	0.451415	0.754514	0.753844	0.0173739	0.454	0.534191	0.22826
1640	0.6571	0.157951	0.95151	0.953673	0.0254146	0.378	0.855619	0.317229	0.6601	0.995988	0.0417614	0.0422478	0.0117327	0.636	0.00464455	0.0452502	0.6327	0.467757	0.756119	0.757803	0.0169248	0.416	0.530639	0.23696
1650	0.6427	0.140992	0.954133	0.958355	0.0220401	0.389	0.85392	0.345379	0.6061	0.994426	0.0426471	0.0441921	0.0114045	0.625	0.0051938	0.0482879	0.6252	0.472944	0.755948	0.757155	0.0170332	0.494	0.528505	0.239039
1660	0.6547	0.156117	0.955128	0.956184	0.0210812	0.374	0.85308	0.319604	0.648	0.994304	0.0532609	0.0478969	0.0116699	0.621	0.00447635	0.0416798	0.6283	0.472483	0.75425	0.756344	0.0179671	0.431	0.528211	0.228789
1670	0.6948	0.14939	0.961012	0.958176	0.0205976	0.329	0.851836	0.35098	0.679	0.994887	0.0519403	0.0518513	0.0149657	0.635	0.00529334	0.0494187	0.6307	0.479866	0.752622	0.752405	0.0149588	0.436	0.527205	0.258664
1680	0.6355	0.151	0.9585	0.961092	0.0201172	0.381	0.85086	0.3925	0.6493	0.995276	0.0473973	0.0495317	0.0112978	0.609	0.00477478	0.0470368	0.6194	0.4752	0.7636	0.754939	0.0162454	0.451	0.526949	0.278278
1690	0.6696	0.154596	0.958034	0.955216	0.02048	0.361	0.850262	0.394457	0.6666	0.994334	0.0498559	0.0499977	0.0121674	0.655	0.00504367	0.0458906	0.6238	0.471399	0.763916	0.756267	0.0148514	0.513	0.524186	0.329106
1700	0.6463	0.140992	0.959968	0.959639	0.0213974	0.373	0.849558	0.373859	0.6531	0.994072	0.0442897	0.0490282	0.0126319	0.624	0.00565284	0.0590919	0.6319	0.481319	0.757615	0.755057	0.012681	0.437	0.519269	0.33138
1710	0.6669	0.147922	0.960094	0.956533	0.0227228	0.362	0.851585	0.40426	0.6224	0.994893	0.0470738	0.0468363	0.013848	0.6	0.00599441	0.0700933	0.6255	0.484698	0.747388	0.754502	0.0125612	0.455	0.517684	0.397063
1720	0.6428	0.15	0.955229	0.955964	0.0218616	0.375	0.850079	0.470079	0.6286	0.995277	0.0453368	0.0477404	0.0146403	0.645	0.00548149	0.0745667	0.6557	0.484658	0.754016	0.75239	0.0110221	0.352	0.514432	0.404885
1730	0.6342	0.146	0.959667	0.955454	0.0229314	0.408	0.853767	0.506703	0.6724	0.995613	0.0421829	0.0477507	0.015407	0.65	0.00559499	0.0771534	0.6604	0.477477	0.751724	0.753477	0.0125219	0.326	0.516035	0.359192
1740	0.6652	0.155495	0.956918	0.953872	0.025904	0.338	0.851305	0.606772	0.6777	0.996536	0.047619	0.0503839	0.0139759	0.653	0.00471175	0.0722354	0.659	0.488503	0.760863	0.75372	0.0118233	0.4	0.517269	0.344317
1750	0.6643	0.159452	0.954488	0.951803	0.0288452	0.37	0.847295	0.636545	0.6376	0.99533	0.0514512	0.0532399	0.0160846	0.607	0.00505432	0.0762833	0.6344	0.491648	0.747935	0.755184	0.0118028	0.433	0.513306	0.291431
1760	0.6591	0.161685	0.948734	0.949045	0.0282911	0.33	0.849207	0.560596	0.6161	0.993522	0.0452261	0.0495255	0.0180306	0.618	0.00660457	0.0914251	0.6313	0.497252	0.751613	0.752282	0.0124653	0.478	0.511287	0.255237
1770	0.6627	0.139496	0.953188	0.95174	0.0262841	0.358	0.849377	0.430525	0.6553	0.991473	0.044507	0.0465176	0.0218336	0.633	0.00749756	0.110045	0.6279	0.491667	0.742096	0.755227	0.010286	0.438	0.510783	0.228951
1780	0.6588	0.145429	0.948826	0.951383	0.0263643	0.381	0.848486	0.440128	0.6388	0.993968	0.0340541	0.0386498	0.0215952	0.673	0.00562161	0.0781054	0.6246	0.481857	0.753232	0.757658	0.00992718	0.47	0.507338	0.181322
1790	0.6726	0.155337	0.95854	0.959726	0.0218936	0.352	0.840419	0.388563	0.6261	0.995935	0.0353247	0.0431656	0.0234642	0.612	0.00556448	0.0790527	0.6201	0.496923	0.753542	0.755508	0.0124327	0.484	0.504754	0.166184
1800	0.6513	0.164781	0.961047	0.962122	0.0212349	0.402	0.838505	0.396543	0.6502	0.994366	0.0409972	0.0420804	0.0219304	0.664	0.00572498	0.0760965	0.6547	0.506808	0.76446	0.755518	0.013146	0.437	0.504919	0.17977
1810	0.63	0.162679	0.965636	0.962993	0.0198627	0.415	0.83558	0.378291	0.6561	0.994246	0.0470588	0.0473455	0.0229589	0.636	0.006728	0.109941	0.649	0.503163	0.750764	0.758181	0.0141336	0.406	0.503647	0.228538
1820	0.6641	0.16469	0.958665	0.958023	0.0205795	0.372	0.837431	0.48299	0.643	0.994577	0.0520107	0.04921	0.0191244	0.621	0.0064906	0.0846308	0.6646	0.497826	0.761709	0.757675	0.0140158	0.375	0.502476	0.204218
1830	0.6339	0.166667	0.959932	0.958077	0.0215666	0.4	0.837404	0.544586	0.6721	0.993807	0.0420118	0.0422543	0.0247481	0.658	0.00642321	0.0886702	0.6667	0.494529	0.751118	0.756801	0.0140806	0.336	0.505431	0.228621
1840	0.6596	0.166057	0.965964	0.963968	0.0232953	0.384	0.830596	0.542242	0.6558	0.992593	0.0357955	0.0459917	0.02428	0.657	0.00641979	0.0899177	0.6761	0.499701	0.764565	0.756256	0.0147327	0.334	0.50418	0.197715
1850	0.6679	0.169003	0.962162	0.962769	0.0227852	0.372	0.828727	0.627083	0.6459	0.992756	0.0424658	0.041993	0.023092	0.62	0.00569767	0.0756374	0.6506	0.497837	0.759418	0.756216	0.0123466	0.441	0.5024	0.185846
1860	0.6799	0.171788	0.96324	0.966307	0.0208362	0.367	0.823811	0.521889	0.6709	0.994992	0.0445748	0.0436201	0.0223644	0.661	0.00596251	0.0823936	0.6546	0.501613	0.745223	0.755076	0.0128443	0.372	0.503168	0.21004
1870	0.6123	0.189159	0.961314	0.96398	0.0208923	0.41	0.82303	0.504358	0.6623	0.99313	0.0342029	0.0411585	0.0243788	0.647	0.00565562	0.062857	0.657	0.49563	0.759738	0.755824	0.0127841	0.389	0.502471	0.242076
1880	0.6496	0.171285	0.964511	0.965224	0.0206347	0.417	0.822085	0.571494	0.681	0.995522	0.0424242	0.0425294	0.0211476	0.652	0.00505164	0.051776	0.6529	0.485564	0.755897	0.754344	0.0137316	0.394	0.5021	0.230845
1890	0.6521	0.180303	0.961424	0.963943	0.0194633	0.392	0.817493	0.428941	0.6507	0.99375	0.0408333	0.0413777	0.022419	0.628	0.00630685	0.0572747	0.654	0.490306	0.759539	0.753628	0.0145897	0.402	0.503492	0.275305
1900	0.6357	0.167718	0.963605	0.963286	0.0183873	0.405	0.816941	0.535594	0.6721	0.994286	0.0325373	0.0402393	0.0195308	0.698	0.00621032	0.0575199	0.637	0.501057	0.759013	0.75419	0.0133849	0.451	0.500263	0.209563
1910	0.6647	0.186822	0.966395	0.963531	0.0193187	0.386	0.818205	0.537893	0.6766	0.993263	0.0394578	0.0435174	0.0215626	0.666	0.00657834	0.0729867	0.6382	0.49093	0.754383	0.753631	0.0134701	0.465	0.498738	0.235393
1920	0.6677	0.187166	0.954792	0.959553	0.0197312	0.366	0.81588	0.435024	0.6764	0.995338	0.0432836	0.0432725	0.0184224	0.662	0.0066804	0.0687747	0.6483	0.503521	0.755749	0.752827	0.0146211	0.423	0.49864	0.250751
1930	0.6652	0.186649	0.961003	0.959654	0.0194001	0.392	0.815857	0.498924	0.6357	0.993258	0.0448276	0.0452254	0.0175326	0.615	0.00664073	0.0672748	0.6522	0.501554	0.746906	0.749606	0.0133436	0.396	0.493595	0.253978
1940	0.6816	0.194795	0.961417	0.960742	0.0190823	0.378	0.810538	0.420448	0.6594	0.994582	0.0477401	0.0512011	0.0176577	0.637	0.00497943	0.0602059	0.6512	0.507089	0.745289	0.74664	0.0145753	0.438	0.492838	0.348525
1950	0.6478	0.186453	0.963131	0.962723	0.0170956	0.396	0.81015	0.462122	0.6457	0.995079	0.0508108	0.0512421	0.0187312	0.622	0.00484455	0.0477742	0.6456	0.514253	0.746726	0.748773	0.0151398	0.432	0.493325	0.362731
1960	0.638	0.198598	0.966783	0.967338	0.0167756	0.455	0.807334	0.343365	0.6509	0.995455	0.0436464	0.0473906	0.0191605	0.644	0.00534424	0.0561106	0.6583	0.509535	0.761252	0.751683	0.0139263	0.402	0.49565	0.329839
1970	0.6377	0.180676	0.96058	0.967325	0.0155693	0.398	0.807602	0.346199	0.6699	0.992378	0.0549419	0.0472333	0.0243483	0.632	0.00615752	0.0643456	0.6587	0.517085	0.752326	0.749355	0.0146831	0.411	0.494017	0.44895
1980	0.6558	0.189223	0.965557	0.968789	0.0165478	0.413	0.808471	0.318516	0.6804	0.993862	0.0496988	0.0500178	0.0239833	0.663	0.00620148	0.0748599	0.6438	0.508252	0.738776	0.746682	0.0148787	0.392	0.492018	0.533465
1990	0.6845	0.189373	0.971564	0.96783	0.0175104	0.348	0.808615	0.348189	0.6492	0.991366	0.0487603	0.0455071	0.0196715	0.662	0.00811165	0.0848177	0.6486	0.491645	0.746029	0.748076	0.0136162	0.393	0.49036	0.572792
2000	0.6684	0.205627	0.965517	0.964651	0.0127442	0.391	0.806572	0.307584	0.6303	0.990953	0.044357	0.0458232	0.0204219	0.643	0.00837891	0.0784906	0.6658	0.501829	0.745833	0.750934	0.0150767	0.317	0.492787	0.519276
2010	0.6719	0.197638	0.963813	0.961856	0.0138511	0.369	0.804994	0.28242	0.6569	0.9922	0.0582173	0.0546572	0.022785	0.621	0.00739376	0.0711574	0.6665	0.498209	0.751278	0.751706	0.0166216	0.357	0.49198	0.441103
2020	0.6591	0.202771	0.959536	0.961947	0.0149153	0.419	0.802171	0.262213	0.6454	0.992687	0.0566038	0.0562784	0.0195136	0.665	0.00696711	0.0677884	0.6574	0.517225	0.758076	0.750605	0.0176242	0.395	0.491384	0.483356
2030	0.6733	0.201299	0.96878	0.966607	0.013851	0.389	0.802917	0.261813	0.6293	0.994581	0.0603581	0.0618323	0.0222202	0.612	0.00619736	0.0622516	0.6793	0.519156	0.750578	0.748397	0.0181165	0.283	0.488929	0.406254
2040	0.6599	0.181633	0.968257	0.968083	0.0138866	0.376	0.804818	0.261901	0.6451	0.9938	0.0539084	0.0590144	0.0190312	0.63	0.00554049	0.0679442	0.6612	0.522099	0.740125	0.746762	0.017797	0.378	0.483492	0.506746
2050	0.6641	0.187887	0.966013	0.970291	0.0144229	0.387	0.805497	0.220108	0.6374	0.992593	0.055409	0.0543071	0.0167305	0.641	0.00543894	0.0582777	0.6548	0.519575	0.75434	0.746519	0.0170241	0.457	0.482801	0.584387
2060	0.6607	0.207481	0.964107	0.968784	0.0138878	0.401	0.804705	0.195467	0.6533	0.994201	0.0524862	0.0530838	0.0156524	0.645	0.00543424	0.0638506	0.6357	0.524897	0.740467	0.74632	0.0174816	0.526	0.476991	0.537647
2070	0.6587	0.187154	0.969154	0.971849	0.0128326	0.387	0.807	0.307682	0.6599	0.994884	0.0512676	0.0537469	0.0167182	0.634	0.00580511	0.0681115	0.6152	0.518228	0.753027	0.749661	0.0177789	0.577	0.474463	0.486735
2080	0.6783	0.201575	0.971729	0.97084	0.0142474	0.4	0.805351	0.336159	0.6939	0.994714	0.0517241	0.0519647	0.0166606	0.661	0.00572721	0.0610307	0.617	0.520833	0.735491	0.750839	0.0174646	0.526	0.475663	0.453783
2090	0.7057	0.190237	0.968882	0.969637	0.0133434	0.348	0.80211	0.27305	0.6515	0.995433	0.0531507	0.0534952	0.0179645	0.613	0.00629453	0.0604341	0.6095	0.519301	0.745363	0.753417	0.0171693	0.577	0.473797	0.590813
2100	0.6222	0.204646	0.966606	0.965157	0.0142794	0.435	0.801824	0.259505	0.6388	0.994534	0.0534392	0.0588785	0.0207452	0.618	0.00569785	0.0467735	0.6145	0.513126	0.753919	0.751137	0.0178979	0.601	0.470321	0.495229
2110	0.6635	0.19467	0.968317	0.969501	0.0130719	0.382	0.800903	0.307371	0.6952	0.995147	0.0578125	0.0545425	0.0191868	0.649	0.00697765	0.0590228	0.6234	0.521034	0.754214	0.748539	0.0164374	0.539	0.467329	0.435191
2120	0.6748	0.200259	0.973127	0.968438	0.0150143	0.406	0.800241	0.281478	0.6485	0.994313	0.0520436	0.0524901	0.0183363	0.638	0.00630802	0.0656546	0.6299	0.536234	0.750572	0.748942	0.0169797	0.596	0.465019	0.339636
